DEPTH,ROP,RPM,SWOB,TQA,HKLD,GRR
1050.234,,,,,,
1050.301,,,,,,
1050.341,46.2534,193.42,11.4441354951,8.62300215138771,87.8290906031,
1050.362,,,,,,
1050.423,,,,,,
1050.49,,,,,,
1050.493,45.701712,193.5,11.6210365194,8.54165307448782,87.770123595,
1050.554,,,,,,
1050.621,,,,,,
1050.646,46.244256,193.39,11.6663957564,8.47386217707125,87.7066206632,16.64
1050.682,,,,,,
1050.752,,,,,,
1050.798,45.896784,193.52,11.5167102743,9.17888751020358,87.724764358,
1050.81,,,,,,
1050.88,,,,,,
1050.944,,,,,,
1050.95,45.512736,193.04,11.6890753749,8.83993302312073,87.6748691973,
1050.999,,,,,,
1051.008,,,,,,
1051.069,,,,,,
1051.103,45.817536,193.58,11.5847491298,8.8128166641541,87.7066206632,
1051.133,,,,,,
1051.197,,,,,,
1051.255,45.8724,193.61,11.5892850535,8.52809489500451,87.7565158239,
1051.261,,,,,,
1051.322,,,,,,
1051.386,,,,,,
1051.408,45.43044,194.0,11.5620695113,8.2298149463716,87.7156925106,
1051.447,,,,,,
1051.511,,,,,,
1051.56,44.98848,193.67,11.5076384269,8.31116402327149,87.7565158239,17.28
1051.572,,,,,,
1051.636,,,,,,
1051.7,,,,,,
1051.712,44.8818,193.4,11.8024734674,8.419629459138,87.7111565869,
1051.761,,,,,,
1051.822,,,,,,
1051.865,44.906184,193.42,11.8070093911,8.58232761293777,87.6657973499,
1051.889,,,,,,
1051.999,,,,,,
1052.011,,,,,,
1052.017,45.1866,193.33,11.6255724431,8.74502576673753,87.6295099603,
1052.075,,,,,,
1052.139,,,,,,
1052.17,45.479208,194.0,11.5167102743,9.05686389485376,87.7111565869,
1052.2,,,,,,
1052.27,,,,,,
1052.322,45.107352,193.44,11.657323909,9.11109661278701,87.7111565869,
1052.325,,,,,,
1052.395,,,,,,
1052.456,,,,,,
1052.474,44.79036,193.0,11.9158715599,9.04330571537044,87.5705429522,17.92
1052.52,,,,,,
1052.581,,,,,,
1052.627,45.271944,193.33,11.5938209772,8.43318763862131,87.6521895788,
1052.645,,,,,,
1052.709,,,,,,
1052.773,,,,,,
1052.779,45.601128,193.58,11.4577432662,8.66367668983765,87.7565158239,
1052.834,,,,,,
1052.932,45.378624,193.4,11.3080577841,7.85018592083881,87.99691978,
1052.962,,,,,,
1052.999,,,,,,
1053.026,,,,,,
1053.084,45.649896,193.67,11.2853781656,8.28404766430486,88.0740304829,
1053.09,,,,,,
1053.154,,,,,,
1053.218,,,,,,
1053.236,46.052232,193.13,11.3806325633,8.14846586947172,88.0241353222,
1053.282,,,,,,
1053.346,,,,,,
1053.389,45.960792,193.5,11.4985665795,8.36539674120474,87.9152731534,19.84
1053.41,,,,,,
1053.474,,,,,,
1053.541,46.518576,194.0,11.6074287483,8.8128166641541,87.8109469083,
1053.602,,,,,,
1053.666,,,,,,
1053.694,46.366176,193.08,11.5076384269,8.8128166641541,87.7791954424,
1053.73,,,,,,
1053.803,,,,,,
1053.846,45.604176,193.83,11.5257821217,8.48742035655457,87.8018750609,
1053.864,,,,,,
1053.928,,,,,,
1053.986,,,,,,
1053.998,45.070776,193.58,11.3035218604,8.56876943345445,87.9152731534,
1054.001,,,,,,
1054.053,,,,,,
1054.114,,,,,,
1054.151,45.375576,193.67,11.3534170211,8.09423315153846,87.8653779927,
1054.178,,,,,,
1054.242,,,,,,
1054.303,45.985176,193.54,11.4668151136,8.16202404895503,87.8517702216,
1054.306,,,,,,
1054.37,,,,,,
1054.434,,,,,,
1054.456,46.052232,193.29,11.5756772824,8.24337312585492,87.7610517476,16.64
1054.498,,,,,,
1054.562,,,,,,
1054.608,45.866304,193.25,11.6074287483,8.58232761293777,87.6975488158,
1054.626,,,,,,
1054.684,,,,,,
1054.751,,,,,,
1054.76,45.448728,193.5,11.4985665795,8.8128166641541,87.7338362054,
1054.815,,,,,,
1054.879,,,,,,
1054.913,45.531024,193.67,11.5076384269,8.93484027950393,87.7202284343,
1054.94,,,,,,
1055.001,,,,,,
1055.007,,,,,,
1055.065,45.62856,193.29,11.4532073425,8.27048948482154,87.7202284343,
1055.068,,,,,,
1055.132,,,,,,
1055.19,,,,,,
1055.218,45.226224,193.6,11.4486714188,8.17558222843835,87.8517702216,
1055.26,,,,,,
1055.324,,,,,,
1055.37,45.204888,193.33,11.6074287483,8.12134951050509,87.8336265268,18.56
1055.385,,,,,,
1055.446,,,,,,
1055.51,,,,,,
1055.522,44.519088,193.0,11.5257821217,8.21625676688829,87.7565158239,
1055.568,,,,,,
1055.629,,,,,,
1055.675,43.32732,193.2,11.611964672,8.46030399758794,87.7791954424,
1055.687,,,,,,
1055.809,,,,,,
1055.827,43.729656,193.28,11.6255724431,8.29760584378817,87.7837313661,
1055.873,,,,,,
1055.931,,,,,,
1055.98,44.125896,193.6,11.7344346119,8.66367668983765,87.6884769684,
1055.995,,,,,,
1056.001,,,,,,
1056.053,,,,,,
1056.114,,,,,,
1056.132,43.519344,193.42,11.5938209772,8.8128166641541,87.6703332736,
1056.175,,,,,,
1056.233,,,,,,
1056.284,43.150536,193.72,11.566605435,8.60944397190439,87.679405121,16.0
1056.294,,,,,,
1056.351,,,,,,
1056.412,,,,,,
1056.437,43.053,193.32,11.5892850535,8.37895492068806,87.7111565869,
1056.473,,,,,,
1056.534,,,,,,
1056.589,43.2054,193.08,11.702683146,8.36539674120474,87.6975488158,
1056.592,,,,,,
1056.717,,,,,,
1056.742,43.318176,193.68,11.8795841703,8.21625676688829,87.6884769684,
1056.778,,,,,,
1056.839,,,,,,
1056.894,42.64152,193.62,11.4894947321,8.27048948482154,87.6839410447,
1056.958,,,,,,
1057.001,,,,,,
1057.016,,,,,,
1057.046,42.77868,193.68,11.79340162,8.46030399758794,87.7474439765,
1057.077,,,,,,
1057.135,,,,,,
1057.196,,,,,,
1057.199,43.120056,193.77,11.3307374026,9.13821297175364,87.724764358,17.92
1057.254,,,,,,
1057.315,,,,,,
1057.351,43.001184,193.12,11.5121743506,8.96195663847056,87.7293002817,
1057.376,,,,,,
1057.433,,,,,,
1057.494,,,,,,
1057.504,43.138344,193.69,11.4441354951,8.71790940777091,87.6385818077,
1057.555,,,,,,
1057.613,,,,,,
1057.656,42.8244,193.42,11.3080577841,8.20269858740497,87.6930128921,
1057.674,,,,,,
1057.732,,,,,,
1057.79,,,,,,
1057.808,42.659808,193.4,11.7253627645,8.35183856172143,87.7020847395,
1057.848,,,,,,
1057.915,,,,,,
1057.961,42.446448,193.65,11.7843297726,8.24337312585492,87.7610517476,
1057.973,,,,,,
1058.0,,,,,,
1058.034,,,,,,
1058.092,,,,,,
1058.113,42.543984,193.23,11.2717703945,8.25693130533823,87.8290906031,19.84
1058.153,,,,,,
1058.211,,,,,,
1058.266,43.147488,193.08,11.1538363783,8.47386217707125,87.8699139164,
1058.275,,,,,,
1058.333,,,,,,
1058.391,,,,,,
1058.418,42.94632,193.12,11.4577432662,8.8128166641541,87.8653779927,
1058.452,,,,,,
1058.509,,,,,,
1058.564,,,,,,
1058.57,42.068496,194.0,12.0428774235,8.62300215138771,87.3346749198,
1058.622,,,,,,
1058.68,,,,,,
1058.723,41.663112,193.26,12.2696736085,8.47386217707125,87.3573545383,
1058.738,,,,,,
1058.796,,,,,,
1058.854,,,,,,
1058.875,41.522904,193.5,12.1472036686,8.62300215138771,87.3119953013,
1058.97,,,,,,
1059.0,,,,,,
1059.028,41.653968,193.65,11.7661860778,8.25693130533823,87.4435370886,16.64
1059.086,,,,,,
1059.146,,,,,,
1059.18,42.068496,193.35,11.6845394512,8.44674581810463,87.4752885545,
1059.201,,,,,,
1059.262,,,,,,
1059.332,42.226992,193.0,11.5529976639,8.25693130533823,87.3891060042,
1059.384,,,,,,
1059.442,,,,,,
1059.485,41.870376,193.22,12.1698832871,8.66367668983765,87.407249699,
1059.5,,,,,,
1059.558,,,,,,
1059.619,,,,,,
1059.637,41.684448,193.69,12.292353227,9.0026311769205,87.3528186146,
1059.674,,,,,,
1059.732,,,,,,
1059.79,41.897808,193.23,12.0746288894,8.78570030518748,87.2802438354,
1059.848,,,,,,
1059.905,,,,,,
1059.942,41.989248,193.69,12.1834910582,8.56876943345445,87.2847797591,17.28
1059.966,,,,,,
1060.0,,,,,,
1060.021,,,,,,
1060.082,,,,,,
1060.094,41.614344,194.0,12.0383414998,8.35183856172143,87.2167409036,
1060.137,,,,,,
1060.247,41.86428,193.65,11.79340162,8.3247222027548,87.3891060042,
1060.256,,,,,,
1060.314,,,,,,
1060.375,,,,,,
1060.399,42.294048,193.23,11.8659763992,8.28404766430486,87.3936419279,
1060.433,,,,,,
1060.491,,,,,,
1060.549,,,,,,
1060.552,42.15384,193.08,12.0111259576,8.65011851035434,87.3573545383,
1060.61,,,,,,
1060.674,,,,,,
1060.704,42.449496,193.65,11.9385511784,8.94839845898724,87.3119953013,
1060.734,,,,,,
1060.792,,,,,,
1060.847,,,,,,
1060.856,42.281856,194.0,11.748042383,9.0975384333037,87.4027137753,18.56
1060.908,,,,,,
1060.969,,,,,,
1061.0,,,,,,
1061.009,42.24528,194.0,11.7208268408,8.63656033087102,87.4480730123,16.0
1061.027,,,,,,
1061.146,,,,,,
1061.161,42.815256,193.64,11.6845394512,8.73146758725422,87.7293002817,
1061.204,,,,,,
1061.262,,,,,,
1061.314,42.68724,193.81,11.7888656963,8.33828038223811,87.6930128921,
1061.323,,,,,,
1061.384,,,,,,
1061.442,,,,,,
1061.466,42.547032,193.31,11.9566948732,8.25693130533823,87.4662167071,
1061.5,,,,,,
1061.557,,,,,,
1061.615,,,,,,
1061.618,42.16908,193.19,11.9113356362,8.20269858740497,87.316531225,15.36
1061.673,,,,,,
1061.731,,,,,,
1061.771,41.565576,193.65,11.8614404755,8.78570030518748,87.2983875302,
1061.789,,,,,,
1061.85,,,,,,
1061.908,,,,,,
1061.923,42.095928,193.54,12.0020541102,8.75858394622085,87.407249699,
1061.966,,,,,,
1061.999,,,,,,
1062.027,,,,,,
1062.076,42.190416,193.62,11.6663957564,8.85349120260405,87.4027137753,
1062.088,,,,,,
1062.146,,,,,,
1062.204,,,,,,
1062.228,42.056304,193.38,11.7979375437,8.09423315153846,87.5161118678,
1062.268,,,,,,
1062.326,,,,,,
1062.38,42.592752,193.0,11.6936112986,8.33828038223811,87.5523992574,
1062.383,,,,,,
1062.444,,,,,,
1062.502,,,,,,
1062.533,42.924984,193.56,11.8523686281,8.36539674120474,87.5932225707,
1062.563,,,,,,
1062.621,,,,,,
1062.682,,,,,,
1062.685,42.818304,193.69,12.0065900339,7.86374410032212,87.4344652412,14.72
1062.743,,,,,,
1062.798,,,,,,
1062.838,42.562272,193.38,12.065557042,8.31116402327149,87.1985972088,
1062.856,,,,,,
1062.917,,,,,,
1062.978,,,,,,
1062.99,42.760392,194.0,11.9113356362,8.71790940777091,87.3392108435,
1062.999,,,,,,
1063.042,,,,,,
1063.1,,,,,,
1063.142,43.345608,193.62,11.8251530859,8.62300215138771,87.452608936,
1063.158,,,,,,
1063.219,,,,,,
1063.283,,,,,,
1063.295,43.839384,193.56,11.7253627645,8.9077239205373,87.4934322493,
1063.344,,,,,,
1063.411,,,,,,
1063.447,44.223432,193.67,11.9657667206,8.12134951050509,87.4390011649,
1063.475,,,,,,
1063.536,,,,,,
1063.6,44.893992,193.25,11.7752579252,8.24337312585492,87.4117856227,14.72
1063.661,,,,,,
1063.722,,,,,,
1063.752,44.753784,193.72,12.0111259576,8.54165307448782,87.452608936,
1063.786,,,,,,
1063.846,,,,,,
1063.904,44.656248,193.32,11.9249434073,8.2298149463716,87.4117856227,
1063.91,,,,,,
1063.971,,,,,,
1063.999,,,,,,
1064.032,,,,,,
1064.057,44.51604,193.56,12.1245240501,8.44674581810463,87.2983875302,
1064.096,,,,,,
1064.154,,,,,,
1064.209,44.51604,193.5,12.0519492709,8.71790940777091,87.2530282932,
1064.218,,,,,,
1064.279,,,,,,
1064.34,,,,,,
1064.362,44.497752,193.28,11.4940306558,8.97551481795387,87.4843604019,
1064.468,,,,,,
1064.514,45.823632,193.22,9.3576105931,9.07042207433707,88.7816345801,
1064.544,,,,,,
1064.627,,,,,,
1064.666,52.92852,193.83,9.0491677815,8.59588579242108,90.1650913086,
1064.706,,,,,,
1064.819,58.20156,193.74,9.9246010556,8.14846586947172,89.8430407259,
1064.868,,,,,,
1064.956,,,,,,
1064.971,57.74436,193.53,10.1060380036,7.95865135670532,89.1807958657,
1064.999,,,,,,
1065.026,,,,,,
1065.114,,,,,,
1065.124,57.527952,193.6,10.1876846302,7.67392958755573,89.0991492391,
1065.188,,,,,,
1065.276,57.512712,193.58,10.2557234857,8.10779133102178,89.1354366287,
1065.355,,,,,,
1065.428,57.56148,193.58,11.1084771413,7.93153499773869,88.6410209454,
1065.434,,,,,,
1065.508,,,,,,
1065.581,55.010304,193.5,11.5484617402,8.17558222843835,87.9016653823,
1065.651,,,,,,
1065.721,,,,,,
1065.733,51.072288,193.61,12.0111259576,8.48742035655457,87.4571448597,
1065.782,,,,,,
1065.852,,,,,,
1065.886,48.380904,193.0,11.9340152547,8.5145367155212,87.3891060042,28.16
1065.916,,,,,,
1065.98,,,,,,
1066.001,,,,,,
1066.038,47.417736,193.35,11.8070093911,8.54165307448782,87.4117856227,
1066.047,,,,,,
1066.114,,,,,,
1066.178,,,,,,
1066.19,47.21352,193.78,11.7843297726,8.5145367155212,87.5297196389,
1066.245,,,,,,
1066.309,,,,,,
1066.343,46.74108,193.38,11.7888656963,8.08067497205515,87.5705429522,
1066.37,,,,,,
1066.431,,,,,,
1066.495,45.44568,193.64,11.4033121818,7.97220953618864,87.815482832,
1066.568,,,,,,
1066.632,,,,,,
1066.648,45.30852,193.35,11.5847491298,8.0400004336052,87.7383721291,
1066.693,,,,,,
1066.76,,,,,,
1066.8,46.841664,193.0,11.3624888685,7.68748776703904,87.8835216875,
1066.827,,,,,,
1066.952,48.591216,193.22,10.88621688,8.06711679257183,88.1556771095,
1066.968,,,,,,
1067.001,,,,,,
1067.038,,,,,,
1067.105,51.133248,193.4,10.3192264175,8.3247222027548,88.6999879535,
1067.114,,,,,,
1067.199,,,,,,
1067.257,57.229248,193.44,9.1308144081,8.78570030518748,89.6253163883,18.56
1067.291,,,,,,
1067.379,,,,,,
1067.41,64.12992,193.65,8.6273268774,8.83993302312073,90.6640429156,
1067.477,,,,,,
1067.562,68.03136,193.0,8.5093928612,8.37895492068806,90.6640429156,
1067.574,,,,,,
1067.672,,,,,,
1067.714,70.08876,193.62,7.5568488842,8.39251310017137,91.4124703261,
1067.769,,,,,,
1067.867,70.104,193.6,8.3370277606,8.06711679257183,91.4351499446,
1067.964,,,,,,
1068.001,,,,,,
1068.019,69.4944,193.56,10.0289273007,7.70104594652235,90.0199417502,
1068.053,,,,,,
1068.172,61.557408,193.85,10.9860072014,7.48411507478933,88.813386046,
1068.205,,,,,,
1068.272,,,,,,
1068.324,51.873912,194.0,11.7389705356,7.71460412600567,87.6567255025,
1068.336,,,,,,
1068.394,,,,,,
1068.458,,,,,,
1068.476,46.347888,194.0,11.6165005957,8.56876943345445,87.6476536551,33.28
1068.522,,,,,,
1068.592,,,,,,
1068.629,45.01896,193.38,11.8659763992,8.66367668983765,87.6839410447,
1068.653,,,,,,
1068.714,,,,,,
1068.769,,,,,,
1068.781,45.098208,193.32,11.8296890096,8.75858394622085,87.4662167071,
1068.839,,,,,,
1068.906,,,,,,
1068.934,45.7962,193.09,11.9476230258,9.31446930503672,87.3709623094,
1068.976,,,,,,
1069.001,,,,,,
1069.046,,,,,,
1069.086,47.9298,193.35,12.1925629056,8.48742035655457,87.1169505822,
1069.11,,,,,,
1069.238,48.161448,193.17,11.929479331,8.36539674120474,87.2076690562,
1069.241,,,,,,
1069.309,,,,,,
1069.376,,,,,,
1069.391,47.539656,193.39,11.8795841703,8.21625676688829,87.3664263857,
1069.443,,,,,,
1069.504,,,,,,
1069.543,46.646592,193.58,11.8750482466,8.56876943345445,87.4253933938,
1069.565,,,,,,
1069.625,,,,,,
1069.693,,,,,,
1069.696,45.62856,193.25,11.7797938489,8.14846586947172,87.5342555626,21.76
1069.757,,,,,,
1069.818,,,,,,
1069.848,45.412152,193.33,11.9158715599,8.14846586947172,87.4163215464,
1069.882,,,,,,
1069.946,,,,,,
1070.0,45.84192,193.29,11.9113356362,8.46030399758794,87.4163215464,
1070.01,,,,,,
1070.077,,,,,,
1070.153,46.704504,193.3,11.9067997125,8.74502576673753,87.3981778516,
1070.214,,,,,,
1070.278,,,,,,
1070.305,46.859952,193.75,11.6437161379,8.86704938208736,87.5478633337,
1070.342,,,,,,
1070.409,,,,,,
1070.458,46.987968,193.87,11.8795841703,8.55521125397114,87.5932225707,
1070.473,,,,,,
1070.54,,,,,,
1070.601,,,,,,
1070.61,46.783752,193.33,11.8160812385,8.43318763862131,87.4253933938,
1070.665,,,,,,
1070.726,,,,,,
1070.762,45.381672,193.33,11.7208268408,8.28404766430486,87.54332741,17.92
1070.787,,,,,,
1070.848,,,,,,
1070.915,44.893992,193.52,11.8977278651,7.98576771567195,87.5569351811,
1070.979,,,,,,
1071.0,,,,,,
1071.04,,,,,,
1071.067,45.131736,194.0,11.7389705356,8.25693130533823,87.4390011649,
1071.104,,,,,,
1071.165,,,,,,
1071.22,45.281088,193.29,11.702683146,8.67723486932096,87.5251837152,
1071.226,,,,,,
1071.293,,,,,,
1071.357,,,,,,
1071.372,45.851064,194.0,11.8160812385,8.96195663847056,87.5523992574,
1071.421,,,,,,
1071.485,,,,,,
1071.524,46.235112,193.25,11.838760857,8.94839845898724,87.4435370886,
1071.549,,,,,,
1071.619,,,,,,
1071.677,46.384464,193.91,11.974838568,8.62300215138771,87.4480730123,19.84
1071.68,,,,,,
1071.744,,,,,,
1071.814,,,,,,
1071.829,46.677072,193.5,11.9657667206,8.24337312585492,87.361890462,
1071.878,,,,,,
1071.939,,,,,,
1071.982,45.494448,193.25,11.8931919414,8.31116402327149,87.4299293175,
1072.0,,,,,,
1072.003,,,,,,
1072.125,,,,,,
1072.134,44.442888,193.2,11.7117549934,8.1349076899884,87.5478633337,
1072.189,,,,,,
1072.253,,,,,,
1072.286,45.366432,193.42,11.9430871021,8.27048948482154,87.4208574701,
1072.317,,,,,,
1072.381,,,,,,
1072.439,46.165008,193.75,11.9204074836,8.0400004336052,87.407249699,
1072.445,,,,,,
1072.509,,,,,,
1072.573,,,,,,
1072.591,46.046136,193.78,12.0247337287,8.58232761293777,87.3845700805,
1072.634,,,,,,
1072.695,,,,,,
1072.744,44.86656,193.72,11.6936112986,8.5145367155212,87.5115759441,18.56
1072.756,,,,,,
1072.82,,,,,,
1072.878,,,,,,
1072.896,44.220384,193.36,11.5847491298,9.01618935640381,87.5705429522,
1072.942,,,,,,
1073.0,,,,,,
1073.048,44.784264,193.0,11.7888656963,8.18914040792166,87.5614711048,
1073.067,,,,,,
1073.128,,,,,,
1073.195,,,,,,
1073.201,45.555408,193.58,11.8342249333,8.36539674120474,87.5614711048,
1073.265,,,,,,
1073.329,,,,,,
1073.353,45.726096,193.25,11.7979375437,8.35183856172143,87.3754982331,
1073.39,,,,,,
1073.451,,,,,,
1073.506,44.619672,193.4,11.7344346119,8.44674581810463,87.452608936,
1073.512,,,,,,
1073.576,,,,,,
1073.637,,,,,,
1073.658,44.66844,193.4,11.8569045518,8.20269858740497,87.4344652412,
1073.701,,,,,,
1073.765,,,,,,
1073.81,44.872656,193.75,11.7389705356,8.27048948482154,87.4299293175,17.28
1073.826,,,,,,
1073.887,,,,,,
1073.963,44.427648,193.36,11.838760857,8.59588579242108,87.4571448597,
1073.999,,,,,,
1074.012,,,,,,
1074.073,,,,,,
1074.115,45.006768,193.38,11.9249434073,8.48742035655457,87.452608936,
1074.137,,,,,,
1074.201,,,,,,
1074.262,,,,,,
1074.268,45.351192,193.42,12.0837007368,8.47386217707125,87.3664263857,
1074.326,,,,,,
1074.42,45.299376,193.8,11.9612307969,8.36539674120474,87.3845700805,
1074.45,,,,,,
1074.511,,,,,,
1074.572,45.259752,193.29,11.8886560177,8.10779133102178,87.4117856227,
1074.575,,,,,,
1074.639,,,,,,
1074.703,,,,,,
1074.725,45.467016,193.96,11.748042383,8.40607127965468,87.4798244782,
1074.767,,,,,,
1074.835,,,,,,
1074.877,45.47616,193.13,11.4849588084,8.35183856172143,87.4934322493,17.28
1074.895,,,,,,
1074.959,,,,,,
1074.999,,,,,,
1075.024,,,,,,
1075.03,45.128688,193.0,11.5439258165,8.36539674120474,87.724764358,
1075.088,,,,,,
1075.148,,,,,,
1075.182,45.601128,193.38,11.5031025032,8.5145367155212,87.7429080528,
1075.216,,,,,,
1075.276,,,,,,
1075.334,45.860208,193.67,11.6800035275,8.79925848467079,87.6657973499,
1075.34,,,,,,
1075.405,,,,,,
1075.469,,,,,,
1075.487,45.912024,193.67,11.5847491298,8.419629459138,87.6476536551,
1075.536,,,,,,
1075.6,,,,,,
1075.639,46.582584,193.78,11.7707220015,8.5145367155212,87.4934322493,
1075.664,,,,,,
1075.725,,,,,,
1075.786,,,,,,
1075.792,45.531024,193.84,11.6890753749,8.60944397190439,87.3528186146,
1075.85,,,,,,
1075.907,,,,,,
1075.944,44.308776,194.0,11.7162909171,8.3247222027548,87.4117856227,18.56
1075.974,,,,,,
1075.999,,,,,,
1076.038,,,,,,
1076.096,44.708064,193.29,11.9067997125,8.47386217707125,87.2666360643,
1076.16,,,,,,
1076.224,,,,,,
1076.249,45.086016,193.84,12.4692542513,8.48742035655457,87.2348845984,
1076.285,,,,,,
1076.352,,,,,,
1076.401,44.787312,193.25,11.7525783067,8.59588579242108,87.316531225,
1076.416,,,,,,
1076.474,,,,,,
1076.541,,,,,,
1076.554,45.015912,193.75,11.7797938489,9.0026311769205,87.271171988,
1076.605,,,,,,
1076.663,,,,,,
1076.706,45.256704,193.0,12.020197805,8.50097853603788,87.3119953013,
1076.727,,,,,,
1076.855,,,,,,
1076.858,44.924472,193.42,11.9022637888,8.33828038223811,87.3664263857,
1076.916,,,,,,
1076.977,,,,,,
1076.999,,,,,,
1077.011,44.671488,193.76,11.9113356362,8.28404766430486,87.4163215464,19.84
1077.041,,,,,,
1077.099,,,,,,
1077.163,44.595288,193.58,11.7616501541,8.29760584378817,87.407249699,
1077.227,,,,,,
1077.288,,,,,,
1077.316,44.976288,193.32,11.5983569009,8.74502576673753,87.3845700805,
1077.352,,,,,,
1077.41,,,,,,
1077.468,43.482768,193.04,11.9975181865,8.29760584378817,87.4390011649,
1077.523,,,,,,
1077.587,,,,,,
1077.62,42.775632,193.4,11.9612307969,8.56876943345445,87.5841507233,
1077.648,,,,,,
1077.764,,,,,,
1077.773,43.315128,193.69,12.1608114397,8.01288407463858,87.361890462,
1077.831,,,,,,
1077.886,,,,,,
1077.925,43.903392,194.0,11.8614404755,8.52809489500451,87.2938516065,16.64
1077.959,,,,,,
1078.001,,,,,,
1078.011,,,,,,
1078.072,,,,,,
1078.078,43.196256,193.58,11.8478327044,8.46030399758794,87.2076690562,
1078.129,,,,,,
1078.193,,,,,,
1078.23,42.8244,193.4,12.1698832871,8.27048948482154,87.3482826909,
1078.257,,,,,,
1078.315,,,,,,
1078.376,,,,,,
1078.382,43.507152,193.69,12.065557042,8.24337312585492,87.1895253614,
1078.434,,,,,,
1078.498,,,,,,
1078.535,43.546776,193.68,12.0247337287,8.09423315153846,87.2983875302,
1078.559,,,,,,
1078.684,,,,,,
1078.687,44.570904,193.33,12.0065900339,7.99932589515526,87.2575642169,
1078.745,,,,,,
1078.809,,,,,,
1078.84,43.827192,193.27,12.0973085079,8.96195663847056,87.2212768273,
1078.861,,,,,,
1078.922,,,,,,
1078.983,,,,,,
1078.992,43.336464,193.48,12.2152425241,8.77214212570416,87.4208574701,19.2
1079.001,,,,,,
1079.047,,,,,,
1079.105,,,,,,
1079.144,43.802808,193.64,12.1335958975,9.01618935640381,87.1759175903,
1079.169,,,,,,
1079.227,,,,,,
1079.282,,,,,,
1079.297,42.312336,193.33,12.1834910582,8.28404766430486,87.1260224296,
1079.339,,,,,,
1079.394,,,,,,
1079.449,41.309544,193.35,12.1608114397,8.52809489500451,87.3800341568,
1079.458,,,,,,
1079.571,,,,,,
1079.602,41.050464,193.52,11.7525783067,8.58232761293777,87.1985972088,
1079.629,,,,,,
1079.684,,,,,,
1079.748,,,,,,
1079.754,41.80332,193.32,12.0111259576,8.39251310017137,87.4435370886,
1079.809,,,,,,
1079.867,,,,,,
1079.906,42.940224,193.35,11.8659763992,8.46030399758794,87.3346749198,
1079.925,,,,,,
1079.983,,,,,,
1080.001,,,,,,
1080.044,,,,,,
1080.059,42.739056,193.62,11.8024734674,8.79925848467079,87.54332741,16.64
1080.108,,,,,,
1080.172,,,,,,
1080.211,44.290488,193.83,12.0700929657,8.75858394622085,87.3392108435,
1080.236,,,,,,
1080.3,,,,,,
1080.364,46.271688,193.61,12.2832813796,9.11109661278701,87.1305583533,
1080.367,,,,,,
1080.495,,,,,,
1080.516,46.381416,193.25,12.4238950143,8.50097853603788,86.9355136342,
1080.556,,,,,,
1080.62,,,,,,
1080.668,45.579792,193.67,12.4647183276,8.35183856172143,86.8901543972,
1080.681,,,,,,
1080.751,,,,,,
1080.809,,,,,,
1080.821,45.122592,193.4,12.5372931068,8.50097853603788,86.9219058631,
1080.876,,,,,,
1080.934,,,,,,
1080.973,44.360592,193.36,13.2766486699,8.35183856172143,86.3413076295,
1080.976,,,,,,
1081.001,,,,,,
1081.007,,,,,,
1081.089,,,,,,
1081.126,19.805904,193.27,9.5118319989,7.91797681825538,91.126707133,17.92
1081.129,,,,,,
1081.278,19.99488,193.32,10.8771450326,7.85018592083881,90.1514835375,
1081.324,,,,,,
1081.43,45.180504,193.0,10.8816809563,7.97220953618864,89.1218288576,
1081.443,,,,,,
1081.501,,,,,,
1081.583,43.750992,193.81,10.4870555944,8.5145367155212,89.7114989386,
1081.622,,,,,,
1081.68,,,,,,
1081.735,42.607992,193.31,10.2693312568,8.70435122828759,89.81128926,
1081.741,,,,,,
1081.802,,,,,,
1081.888,42.9768,193.4,10.5550944499,8.14846586947172,89.7840737178,
1081.921,,,,,,
1081.988,,,,,,
1082.0,,,,,,
1082.04,45.342048,193.65,11.0721897517,7.8366277413555,89.5527416091,
1082.058,,,,,,
1082.192,48.365664,193.59,10.9814712777,8.02644225412189,89.1626521709,18.56
1082.202,,,,,,
1082.269,,,,,,
1082.336,,,,,,
1082.345,49.054512,193.26,11.2853781656,7.67392958755573,89.1581162472,
1082.406,,,,,,
1082.473,,,,,,
1082.497,49.136808,193.45,10.9950790488,7.98576771567195,89.2170832553,
1082.543,,,,,,
1082.61,,,,,,
1082.65,48.908208,193.0,11.0086868199,8.2298149463716,89.2442987975,
1082.674,,,,,,
1082.741,,,,,,
1082.802,48.12792,193.45,11.0948693702,8.33828038223811,89.3894483559,
1082.808,,,,,,
1082.878,,,,,,
1082.948,,,,,,
1082.954,49.036224,193.55,10.4280885863,8.0400004336052,89.5981008461,
1083.0,,,,,,
1083.018,,,,,,
1083.092,,,,,,
1083.107,50.468784,193.64,10.5550944499,8.36539674120474,89.6978911675,20.48
1083.159,,,,,,
1083.229,,,,,,
1083.259,49.996344,193.64,11.067653828,8.02644225412189,89.3939842796,
1083.296,,,,,,
1083.363,,,,,,
1083.412,49.36236,193.64,10.7319954742,7.82306956187218,89.35769689,
1083.433,,,,,,
1083.5,,,,,,
1083.564,49.295304,193.39,11.0086868199,7.8366277413555,89.3713046611,
1083.637,,,,,,
1083.707,,,,,,
1083.716,49.325784,194.0,10.4416963574,7.78239502342224,89.4348075929,
1083.774,,,,,,
1083.844,,,,,,
1083.869,49.313592,193.64,10.5596303736,7.68748776703904,89.6389241594,
1083.911,,,,,,
