Time,BITLOSS,POWAREA,FLOWIN,ANNLOSS,PUMP,ECDTD,BITDEP,Depth
2016-08-14T18:31:30.000Z,0,0,0.0,0,-50983.477,0,0.0,3520
2016-08-14T18:32:00.000Z,0,0,0.0,0,-51516.999,0,0.0,3520
2016-08-14T18:32:30.000Z,0,0,0.0,0,-51144.524,0,0.0,3520
2016-08-14T18:33:00.000Z,0,0,0.0,0,-50610.933,0,0.0,3520
2016-08-14T18:33:30.000Z,0,0,0.0,0,-50240.959,0,0.0,3520
2016-08-14T18:34:00.000Z,0,0,0.0,0,-50411.706,0,0.0,3520
2016-08-14T18:34:30.000Z,0,0,0.0,0,-49826.294,0,0.0,3520
2016-08-14T18:35:00.000Z,0,0,0.0,0,-51307.079,0,0.0,3520
2016-08-14T18:35:30.000Z,0,0,0.0,0,-51379.6,0,0.0,3520
2016-08-14T18:36:00.000Z,0,0,0.0,0,-51745.735,0,0.0,3520
2016-08-14T18:36:30.000Z,0,0,0.0,0,-50125.563,0,0.0,3520
2016-08-14T18:37:00.000Z,0,0,0.0,0,-50269.268,0,0.0,3520
2016-08-14T18:37:30.000Z,0,0,0.0,0,-50529.741,0,0.0,3520
2016-08-14T18:38:00.000Z,0,0,0.0,0,-49991.66,0,0.0,3520
2016-08-14T18:38:30.000Z,0,0,0.0,0,-51566.763,0,0.0,3520
2016-08-14T18:39:00.000Z,0,0,0.0,0,-48598.202,0,0.0,3520
