DEPTH,GR,RT,RHOB,NPHI,PEF
3311.0,69.7231,3.0326,2.5599,0.1333,6.5177
3311.1,68.2299,2.4951,2.5528,0.1176,6.5661
3311.2,58.9063,1.964,2.5668,0.1068,6.6099
3311.3,49.6028,2.3879,2.5808,0.0959,6.653
3311.4,43.7708,2.9622,2.5926,0.0899,6.5984
3311.5,42.5268,3.581,2.5917,0.0906,6.491
3311.6,44.1157,3.6256,2.5817,0.094,6.3709
3311.7,47.8779,3.304,2.5719,0.0978,6.2778
3311.8,50.8112,3.255,2.5671,0.1026,6.2288
3311.9,50.9296,3.279,2.5664,0.1016,6.2223
3312.0,51.49,3.1958,2.5659,0.1033,6.2392
3312.1,50.8756,3.2158,2.563,0.1017,6.2664
3312.2,49.4719,3.1478,2.5595,0.0965,6.3118
3312.3,45.896,3.1035,2.5603,0.0913,6.3831
3312.4,42.4644,3.119,2.5695,0.0853,6.4767
3312.5,41.7695,3.1714,2.586,0.0798,6.5681
3312.6,39.3397,3.5142,2.603,0.0757,6.6094
3312.7,38.0587,3.9377,2.6123,0.0734,6.5739
3312.8,38.0255,4.0056,2.6108,0.075,6.4657
3312.9,39.1921,3.7605,2.6006,0.0773,6.3093
3313.0,39.6132,3.5165,2.5857,0.0826,6.1517
3313.1,40.126,3.2966,2.5682,0.0892,6.0381
3313.2,42.8209,2.5651,2.5496,0.0947,6.0179
3313.3,48.6427,2.2983,2.5329,0.0949,6.0977
3313.4,52.7965,2.2211,2.5226,0.0938,6.1981
3313.5,55.1169,2.2317,2.5216,0.0907,6.2433
3313.6,54.8234,2.2966,2.5283,0.0869,6.1999
3313.7,55.4632,2.4089,2.5381,0.0834,6.122
3313.8,54.1687,2.6582,2.5483,0.0809,6.0781
3313.9,51.5144,2.8333,2.5573,0.0804,6.0777
3314.0,49.3688,2.9226,2.5642,0.0832,6.0883
3314.1,47.7191,3.0008,2.5657,0.089,6.0621
3314.2,47.7456,2.9778,2.5588,0.0959,6.0033
3314.3,50.0172,2.8595,2.5446,0.102,5.9759
3314.4,50.0742,2.6954,2.5309,0.1069,6.035
3314.5,52.5975,2.5947,2.5253,0.1114,6.1729
3314.6,56.3003,2.529,2.5284,0.1174,6.3234
3314.7,57.0825,2.4417,2.5347,0.1253,6.4182
3314.8,55.6302,2.217,2.5378,0.1338,6.4384
3314.9,52.9923,2.015,2.5329,0.1403,6.3976
3315.0,52.3233,1.6855,2.5199,0.1453,6.3289
3315.1,52.1433,1.4946,2.5038,0.1442,6.2639
3315.2,51.1836,1.478,2.4935,0.1379,6.2155
3315.3,51.8384,1.5042,2.4939,0.1313,6.1858
3315.4,53.028,1.5436,2.5041,0.1234,6.1695
3315.5,51.5744,1.7078,2.5193,0.1164,6.1573
3315.6,48.7513,1.9777,2.5342,0.1118,6.1515
3315.7,47.1829,2.0895,2.5456,0.1093,6.1667
3315.8,48.4368,2.1237,2.5539,0.1067,6.217
3315.9,48.3794,2.1798,2.5628,0.103,6.2868
3316.0,47.8887,2.3709,2.5762,0.101,6.3583
3316.1,46.9915,2.6209,2.5921,0.0971,6.4087
3316.2,48.5848,2.8537,2.6051,0.0933,6.4421
3316.3,51.7053,3.0712,2.6094,0.0871,6.4566
3316.4,50.5602,3.1937,2.6049,0.0824,6.448
3316.5,44.3749,3.1011,2.5954,0.0777,6.4131
3316.6,41.6057,2.893,2.5861,0.0748,6.366
3316.7,37.2025,2.8574,2.5825,0.0749,6.3481
3316.8,34.6237,3.0741,2.5868,0.079,6.3833
3316.9,35.9871,3.3752,2.594,0.0857,6.4368
3317.0,40.4364,3.4052,2.5969,0.0924,6.4674
3317.1,45.0875,3.3197,2.5937,0.097,6.4792
3317.2,50.6283,3.2352,2.5907,0.0984,6.5197
3317.3,55.312,3.3454,2.5953,0.0979,6.5912
3317.4,58.1817,3.6255,2.6074,0.0973,6.6497
3317.5,57.3527,3.7164,2.619,0.0971,6.6507
3317.6,57.1338,3.4515,2.6227,0.0971,6.6069
3317.7,55.2854,3.505,2.6191,0.0965,6.5827
3317.8,52.4433,3.4366,2.6139,0.0954,6.6049
3317.9,52.211,3.2152,2.6108,0.0942,6.6469
3318.0,51.246,3.0492,2.6064,0.0936,6.6598
3318.1,48.2982,2.9586,2.5968,0.0963,6.6195
3318.2,44.7264,2.936,2.5835,0.0989,6.5582
3318.3,43.7705,2.94,2.5749,0.1009,6.5127
3318.4,45.7154,2.8119,2.5769,0.1052,6.494
3318.5,50.3105,2.595,2.5874,0.1084,6.4829
3318.6,55.1994,2.2682,2.5986,0.1108,6.4601
3318.7,53.6951,1.5298,2.6008,0.1129,6.4133
3318.8,48.8633,1.3581,2.5884,0.1182,6.3293
3318.9,46.8191,1.3155,2.5628,0.1224,6.2203
3319.0,46.8714,1.3117,2.5324,0.1271,6.1217
3319.1,46.582,1.3418,2.5088,0.1314,6.077
3319.2,47.0463,1.3571,2.499,0.1312,6.0908
3319.3,48.9436,1.3893,2.5029,0.1323,6.1369
3319.4,48.1311,1.4228,2.5129,0.1266,6.1872
3319.5,44.4284,1.4124,2.52,0.1215,6.2168
3319.6,39.7792,1.5281,2.5224,0.1149,6.2154
3319.7,35.7727,1.7083,2.5243,0.1041,6.1805
3319.8,37.2357,1.7994,2.5298,0.0995,6.1248
3319.9,38.5501,1.9624,2.5372,0.0935,6.084
3320.0,36.8545,1.9893,2.5424,0.0903,6.0813
3320.1,37.1559,1.9003,2.544,0.0893,6.1139
3320.2,37.6848,1.6686,2.5436,0.0898,6.1375
3320.3,40.3119,1.519,2.5413,0.092,6.108
3320.4,42.0737,1.5086,2.5351,0.0971,6.035
3320.5,44.2049,1.5689,2.5247,0.1039,5.9622
3320.6,42.7475,1.7809,2.514,0.1095,5.9325
3320.7,37.8208,2.0442,2.5083,0.1123,5.9623
3320.8,34.1671,2.2121,2.5107,0.1115,6.0422
3320.9,29.4493,2.2622,2.5205,0.1059,6.1601
3321.0,27.4597,2.4513,2.5333,0.0973,6.2877
3321.1,27.1946,2.6449,2.5466,0.0901,6.4074
3321.2,29.7537,3.0515,2.5609,0.0793,6.5104
3321.3,37.3514,2.9411,2.5773,0.0718,6.5831
3321.4,46.4513,2.7396,2.5945,0.0664,6.6346
3321.5,51.4884,2.5309,2.6041,0.0663,6.664
3321.6,53.863,2.2526,2.5991,0.0732,6.6655
3321.7,53.5381,1.9427,2.5813,0.0865,6.6396
3321.8,53.3472,1.7539,2.5572,0.1027,6.5788
3321.9,50.3663,1.4474,2.5352,0.1192,6.4842
3322.0,47.6002,1.1989,2.5207,0.126,6.3571
3322.1,45.3306,1.1344,2.512,0.1326,6.2055
3322.2,43.9917,1.3967,2.504,0.1343,6.0682
3322.3,45.6337,1.5521,2.4952,0.1325,5.9908
3322.4,47.8705,1.7012,2.4897,0.1332,6.0042
3322.5,49.1196,1.7786,2.492,0.1302,6.0795
3322.6,46.8813,1.6963,2.5024,0.1266,6.1651
3322.7,41.8081,1.5555,2.5157,0.1227,6.2298
3322.8,39.2056,1.5332,2.5252,0.1163,6.2693
3322.9,41.2969,1.7541,2.5291,0.1109,6.3088
3323.0,45.8841,2.2064,2.5315,0.105,6.3663
3323.1,50.5703,2.2881,2.541,0.1004,6.4276
3323.2,53.8357,2.3246,2.5571,0.0984,6.4445
3323.3,56.4924,2.2447,2.5675,0.1002,6.3871
3323.4,57.4993,2.1711,2.5684,0.1053,6.2968
3323.5,61.1568,2.1736,2.5622,0.1113,6.2069
3323.6,61.6272,2.4141,2.5536,0.1157,6.154
3323.7,63.8863,2.7059,2.5468,0.1166,6.1739
3323.8,62.9208,2.9044,2.5451,0.1147,6.2612
3323.9,61.0456,3.0899,2.5498,0.1113,6.3758
3324.0,60.5357,3.1413,2.5598,0.108,6.4779
3324.1,59.8034,3.0131,2.572,0.1057,6.5335
3324.2,57.2158,2.585,2.5836,0.1058,6.5248
3324.3,54.5516,2.2733,2.5923,0.1092,6.4609
3324.4,52.8579,2.2903,2.5955,0.1148,6.3781
3324.5,53.1151,2.3769,2.5912,0.1218,6.3138
3324.6,52.4276,2.4595,2.58,0.1217,6.2826
3324.7,50.6287,2.4161,2.5669,0.1199,6.2743
3324.8,46.2351,2.3663,2.5582,0.116,6.2745
3324.9,45.3678,2.3098,2.5543,0.1127,6.2774
3325.0,47.5103,2.3673,2.5523,0.1117,6.2825
3325.1,50.0372,2.4567,2.5499,0.1122,6.2882
3325.2,57.1964,2.5106,2.5476,0.1139,6.2815
3325.3,69.3712,2.4913,2.548,0.1183,6.2504
3325.4,77.6488,2.4848,2.5513,0.127,6.2135
3325.5,82.3591,2.4845,2.5557,0.1408,6.2087
3325.6,81.4466,2.5235,2.5597,0.156,6.2602
3325.7,70.7092,2.5787,2.5631,0.1662,6.36
3325.8,56.2467,2.4662,2.5659,0.1674,6.4674
3325.9,46.0174,2.4436,2.5666,0.1589,6.532
3326.0,39.9207,2.5512,2.5645,0.1419,6.5283
3326.1,41.3982,2.9198,2.5621,0.1209,6.4696
3326.2,45.148,3.0125,2.5644,0.0966,6.3962
3326.3,50.8896,2.3735,2.5742,0.0848,6.3564
3326.4,55.8996,1.6089,2.5902,0.0875,6.3665
3326.5,52.9364,1.3501,2.6061,0.1024,6.3773
3326.6,50.6911,0.9607,2.613,0.1269,6.3194
3326.7,48.7671,0.6605,2.5992,0.1544,6.1595
3326.8,48.6867,0.5486,2.5584,0.1841,5.9399
3326.9,47.1849,0.5675,2.4898,0.2034,5.7418
3327.0,44.24,0.5696,2.4138,0.2101,5.6315
3327.1,43.0559,0.5127,2.3572,0.2111,5.5969
3327.2,41.8524,0.4909,2.3303,0.2076,5.5823
3327.3,37.5275,0.4947,2.3234,0.2027,5.5604
3327.4,34.5519,0.4869,2.3243,0.1981,5.5636
3327.5,35.1106,0.5156,2.3289,0.1932,5.6412
3327.6,36.712,0.606,2.3401,0.1925,5.7848
3327.7,40.0131,0.5185,2.3582,0.1927,5.9098
3327.8,39.5279,0.4621,2.3754,0.1988,5.9367
3327.9,38.4351,0.4031,2.3794,0.2066,5.8637
3328.0,35.7336,0.3597,2.3642,0.2191,5.7634
3328.1,37.5866,0.3384,2.3358,0.23,5.7072
3328.2,39.8659,0.3744,2.308,0.2304,5.7035
3328.3,40.3559,0.4563,2.2914,0.2239,5.7233
3328.4,42.3951,0.5373,2.2902,0.2128,5.7347
3328.5,45.9191,0.5889,2.2999,0.2011,5.7318
3328.6,48.4335,0.6609,2.3168,0.189,5.7177
3328.7,49.755,0.6379,2.3375,0.1875,5.6945
3328.8,45.6961,0.613,2.3596,0.1841,5.6624
3328.9,41.1383,0.5822,2.3771,0.1882,5.6278
3329.0,40.7921,0.5021,2.3829,0.1961,5.6037
3329.1,38.5338,0.4398,2.3763,0.2061,5.5927
3329.2,38.3144,0.4154,2.3626,0.215,5.5908
3329.3,39.0525,0.4037,2.3456,0.2207,5.5986
3329.4,38.8563,0.4062,2.3295,0.222,5.6009
3329.5,38.7119,0.4116,2.3169,0.2203,5.5827
3329.6,38.1345,0.4462,2.3104,0.2179,5.5499
3329.7,35.7055,0.4685,2.3112,0.216,5.5239
3329.8,35.3661,0.4276,2.3191,0.2147,5.5303
3329.9,35.5633,0.3732,2.3302,0.2124,5.5691
3330.0,33.8773,0.3628,2.3377,0.2078,5.6262
3330.1,32.8365,0.4498,2.3387,0.2037,5.6919
3330.2,35.8419,0.5785,2.3388,0.1919,5.7646
3330.3,39.2074,0.6809,2.3487,0.1845,5.8381
3330.4,39.6132,0.6868,2.3706,0.1797,5.8949
3330.5,37.3894,0.5971,2.3955,0.1789,5.9001
3330.6,37.5875,0.4715,2.4107,0.1852,5.8238
3330.7,37.3339,0.4169,2.4064,0.1909,5.6717
3330.8,38.0489,0.4265,2.3858,0.1959,5.5025
3330.9,39.696,0.4698,2.3584,0.1976,5.3943
3331.0,36.7612,0.4931,2.3369,0.1934,5.3868
3331.1,33.7681,0.4766,2.3271,0.1925,5.4412
3331.2,32.0582,0.4268,2.326,0.1921,5.5091
3331.3,29.0221,0.4114,2.3285,0.1902,5.5647
3331.4,26.9194,0.4164,2.3321,0.1847,5.6164
3331.5,25.5339,0.5555,2.3386,0.1747,5.6782
3331.6,23.6526,0.7656,2.3536,0.1614,5.7553
3331.7,23.3339,0.8774,2.3786,0.147,5.8283
3331.8,20.7236,0.9498,2.4108,0.1364,5.8825
3331.9,20.61,1.0976,2.4443,0.1216,5.9172
3332.0,21.735,1.3247,2.4737,0.1143,5.9262
3332.1,24.2179,1.4982,2.4934,0.1121,5.8911
3332.2,25.2481,1.4506,2.4998,0.1133,5.8213
3332.3,25.3939,1.5301,2.4953,0.1184,5.7647
3332.4,26.6445,1.4906,2.4865,0.1194,5.7694
3332.5,27.0489,1.3008,2.4801,0.117,5.8259
3332.6,28.2611,1.2392,2.4783,0.1197,5.8622
3332.7,30.091,1.1646,2.4766,0.1257,5.8227
3332.8,32.1624,0.8876,2.468,0.1345,5.7232
3332.9,36.0959,0.6347,2.4498,0.1444,5.6383
3333.0,38.6947,0.6274,2.429,0.153,5.6199
3333.1,38.7107,0.7525,2.4126,0.1589,5.6451
3333.2,39.9424,0.8242,2.4039,0.1615,5.6714
3333.3,39.9803,0.8471,2.4021,0.1619,5.6813
3333.4,39.9403,0.8141,2.405,0.1617,5.6791
3333.5,40.22,0.7361,2.4092,0.162,5.687
3333.6,37.6825,0.6716,2.412,0.1633,5.7215
3333.7,34.7502,0.6403,2.4111,0.1651,5.776
3333.8,32.805,0.7192,2.405,0.1669,5.8194
3333.9,30.9502,0.8698,2.3948,0.1675,5.8236
3334.0,29.5471,0.877,2.3837,0.1655,5.7881
3334.1,27.9425,0.8395,2.3752,0.1614,5.7388
3334.2,28.2456,0.812,2.3734,0.1611,5.7152
3334.3,29.4256,0.7878,2.3799,0.1568,5.7438
3334.4,28.7563,0.8356,2.3913,0.1603,5.8026
3334.5,29.865,0.9435,2.4023,0.1581,5.856
3334.6,28.9856,1.0275,2.4103,0.1486,5.8799
3334.7,27.2936,0.9633,2.4179,0.1429,5.8853
3334.8,27.3667,0.8434,2.431,0.1329,5.9008
3334.9,28.5337,0.8246,2.4494,0.1315,5.9191
3335.0,29.9479,0.8115,2.4659,0.136,5.9068
3335.1,32.3576,0.7703,2.4704,0.1456,5.851
3335.2,33.0296,0.6912,2.4561,0.1606,5.7655
3335.3,32.6477,0.4569,2.425,0.1835,5.6743
3335.4,32.722,0.2692,2.3812,0.205,5.592
3335.5,34.6329,0.2349,2.334,0.2211,5.5409
3335.6,40.2011,0.2813,2.2968,0.222,5.5719
3335.7,47.5449,0.5986,2.2864,0.2057,5.7175
3335.8,56.5496,1.3128,2.3152,0.1758,5.9628
3335.9,63.8931,1.8109,2.3784,0.1513,6.2199
3336.0,64.0468,2.267,2.4548,0.1348,6.4099
3336.1,64.7598,2.431,2.5189,0.1302,6.4955
3336.2,66.5363,2.2544,2.5579,0.1323,6.4872
3336.3,67.2514,2.2158,2.5716,0.1356,6.4213
3336.4,66.5477,2.0771,2.5711,0.1376,6.3541
3336.5,61.7143,1.9262,2.5658,0.1389,6.3121
3336.6,57.904,1.7748,2.5586,0.1407,6.2803
3336.7,54.6553,1.5372,2.5465,0.1428,6.2315
3336.8,52.1229,1.411,2.528,0.1451,6.1639
3336.9,45.5492,1.3083,2.5062,0.1393,6.104
3337.0,41.4036,1.0721,2.4892,0.1314,6.0882
3337.1,39.5086,1.1093,2.4867,0.1203,6.145
3337.2,40.341,1.6243,2.5043,0.1097,6.2699
3337.3,41.8623,1.9469,2.5352,0.1041,6.4169
3337.4,43.8602,1.9695,2.564,0.1062,6.5021
3337.5,46.5296,1.8947,2.5783,0.1141,6.4756
3337.6,49.2305,1.804,2.5756,0.1245,6.3542
3337.7,51.8584,1.535,2.5618,0.1345,6.206
3337.8,53.8498,1.3058,2.5422,0.1448,6.0861
3337.9,54.8535,1.31,2.5215,0.1487,6.0188
3338.0,54.1105,1.4566,2.5029,0.1545,6.0058
3338.1,52.37,1.4237,2.4896,0.1539,6.0433
3338.2,51.0989,1.3301,2.4808,0.1542,6.1168
3338.3,51.4465,1.2311,2.4756,0.1532,6.19
3338.4,49.7186,1.1017,2.4738,0.1535,6.2203
3338.5,48.5249,1.0208,2.4761,0.151,6.1982
3338.6,49.761,1.0609,2.4818,0.1475,6.1402
3338.7,50.8309,1.2142,2.4883,0.1408,6.0778
3338.8,49.3315,1.3099,2.4947,0.1373,6.0338
3338.9,46.7565,1.3579,2.5019,0.1328,6.0237
3339.0,44.0914,1.4257,2.5101,0.1316,6.0561
3339.1,42.0392,1.4793,2.5179,0.1347,6.1141
3339.2,43.8162,1.4389,2.5207,0.1385,6.1749
3339.3,48.4926,1.3205,2.5157,0.1456,6.2126
3339.4,53.5704,1.291,2.5067,0.1474,6.2313
3339.5,53.3526,1.3717,2.5005,0.1438,6.2456
3339.6,52.5827,1.4273,2.5005,0.1406,6.2574
3339.7,50.9587,1.5717,2.5074,0.1385,6.2517
3339.8,53.3182,1.7489,2.5186,0.1303,6.2299
3339.9,55.3111,1.7913,2.5303,0.1241,6.223
3340.0,54.0248,1.8282,2.5378,0.1152,6.2406
3340.1,49.2937,1.87,2.5397,0.1056,6.2514
3340.2,43.9176,1.9062,2.5371,0.1026,6.2091
3340.3,38.7708,1.8585,2.5332,0.1012,6.1147
3340.4,33.6743,1.7971,2.53,0.105,5.9916
3340.5,31.2661,1.7274,2.527,0.1185,5.8718
3340.6,32.7956,1.5873,2.5226,0.1229,5.788
3340.7,36.9164,1.3913,2.5165,0.131,5.7655
3340.8,39.4495,1.3009,2.5118,0.136,5.8119
3340.9,41.2658,1.3237,2.5117,0.1379,5.8828
3341.0,42.827,1.3279,2.5144,0.1387,5.9304
3341.1,42.7986,1.1608,2.5141,0.1401,5.9775
3341.2,41.0497,1.072,2.5074,0.1465,6.0738
3341.3,38.577,1.0326,2.4958,0.1518,6.2123
3341.4,36.1165,0.994,2.4816,0.1573,6.3217
3341.5,34.3002,0.9319,2.4654,0.1568,6.3461
3341.6,33.5926,0.8497,2.4486,0.1552,6.2967
3341.7,34.332,0.7921,2.4346,0.1515,6.2198
3341.8,36.5106,0.7933,2.4285,0.1473,6.1585
3341.9,36.371,0.8432,2.432,0.15,6.1302
3342.0,38.2311,0.9354,2.4424,0.1507,6.1278
3342.1,39.8111,1.0471,2.4544,0.149,6.1228
3342.2,41.6516,1.0722,2.4637,0.1449,6.114
3342.3,42.8225,0.9962,2.4695,0.1417,6.137
3342.4,43.9856,1.0947,2.4754,0.1385,6.1601
3342.5,43.8038,1.1417,2.4788,0.1435,6.2118
3342.6,42.9215,1.1443,2.4788,0.1483,6.253
3342.7,43.1131,1.0864,2.476,0.1531,6.287
3342.8,43.9243,1.1047,2.4737,0.1569,6.3225
3342.9,47.58,1.1453,2.4737,0.1589,6.3534
3343.0,49.9578,1.1804,2.4766,0.1568,6.3754
3343.1,51.2331,1.2011,2.4812,0.1552,6.3894
3343.2,54.3672,1.1816,2.4858,0.1553,6.3959
3343.3,55.9754,1.1921,2.488,0.1522,6.402
3343.4,58.2124,1.2506,2.488,0.1442,6.4029
3343.5,57.2822,1.3039,2.4895,0.1354,6.4198
3343.6,55.7148,1.3545,2.4965,0.1255,6.4707
3343.7,51.2225,1.4747,2.5116,0.1167,6.5593
3343.8,48.2552,1.7388,2.5317,0.1104,6.651
3343.9,44.4614,1.9009,2.5514,0.1034,6.6992
3344.0,42.9179,2.0156,2.5642,0.1053,6.6772
3344.1,44.3607,2.1037,2.5665,0.1094,6.5997
3344.2,49.6829,2.0543,2.5589,0.1153,6.5014
3344.3,52.4697,1.9537,2.5449,0.1241,6.4071
3344.4,53.6348,1.8498,2.5303,0.1323,6.3343
3344.5,55.1701,1.688,2.5199,0.1367,6.3004
3344.6,54.9051,1.5761,2.5166,0.1373,6.322
3344.7,54.9668,1.5619,2.519,0.1349,6.3615
3344.8,54.5341,1.6179,2.5235,0.1313,6.3698
3344.9,52.2918,1.6252,2.5272,0.1262,6.3281
3345.0,50.6484,1.5906,2.5282,0.1287,6.268
3345.1,48.4388,1.5655,2.5246,0.1336,6.2394
3345.2,47.4801,1.4687,2.516,0.1419,6.2635
3345.3,50.6255,1.3481,2.5051,0.1495,6.3112
3345.4,54.21,1.288,2.4971,0.1528,6.3308
3345.5,56.9928,1.2472,2.4946,0.152,6.303
3345.6,57.7154,1.2536,2.4966,0.1486,6.2636
3345.7,55.9203,1.2854,2.5003,0.1433,6.2503
3345.8,51.6755,1.3431,2.5038,0.1373,6.2649
3345.9,47.7008,1.4222,2.5066,0.1314,6.2833
3346.0,44.3691,1.4825,2.5082,0.1254,6.2875
3346.1,42.0874,1.4918,2.5091,0.1241,6.2931
3346.2,40.1541,1.5125,2.5106,0.1245,6.3259
3346.3,41.4915,1.5517,2.5148,0.1252,6.3824
3346.4,41.8318,1.5861,2.5199,0.125,6.4278
3346.5,41.3576,1.5924,2.5226,0.1248,6.4324
3346.6,41.5501,1.6081,2.5221,0.1254,6.3884
3346.7,43.1132,1.6268,2.5192,0.1275,6.3019
3346.8,45.6972,1.6102,2.5144,0.1302,6.1983
3346.9,47.584,1.5063,2.5077,0.1316,6.1207
3347.0,48.1627,1.4026,2.4996,0.1326,6.1049
3347.1,50.3854,1.354,2.4942,0.1276,6.161
3347.2,50.3676,1.351,2.4954,0.1251,6.2412
3347.3,49.0653,1.4638,2.5031,0.1258,6.302
3347.4,48.6796,1.6174,2.5131,0.13,6.3267
3347.5,49.9149,1.6587,2.5201,0.1358,6.3162
3347.6,53.2672,1.5645,2.5215,0.1419,6.2935
3347.7,56.1035,1.4869,2.5188,0.1424,6.2868
3347.8,58.0474,1.4572,2.5158,0.1395,6.3117
3347.9,59.1579,1.4687,2.5164,0.1337,6.3566
3348.0,57.8488,1.5287,2.5214,0.1272,6.3915
3348.1,55.3764,1.6658,2.5293,0.1207,6.4078
3348.2,52.4868,1.7822,2.538,0.1188,6.4028
3348.3,52.366,1.8218,2.545,0.1199,6.3853
3348.4,51.848,1.7827,2.5482,0.123,6.3579
3348.5,50.0746,1.6923,2.5449,0.1275,6.3177
3348.6,50.972,1.6044,2.5367,0.1308,6.2726
3348.7,53.5225,1.5369,2.5281,0.1293,6.2361
3348.8,54.9305,1.5624,2.5253,0.1234,6.2295
3348.9,54.6551,1.6575,2.5308,0.1174,6.251
3349.0,52.777,1.7409,2.5383,0.1179,6.2483
3349.1,49.7139,1.7357,2.5409,0.1224,6.1815
3349.2,47.9978,1.6511,2.5355,0.1281,6.064
3349.3,47.2752,1.4147,2.5227,0.1373,5.9487
3349.4,47.9427,1.3097,2.5076,0.1415,5.8885
3349.5,51.095,1.1896,2.4966,0.1437,5.8946
3349.6,52.4211,1.2049,2.4922,0.1451,5.9185
3349.7,49.0781,1.2625,2.4893,0.154,5.9056
3349.8,46.6326,1.1893,2.4797,0.1605,5.8452
3349.9,44.824,1.017,2.46,0.1705,5.7597
3350.0,43.6677,0.8007,2.4347,0.1748,5.6759
3350.1,41.9752,0.6074,2.4123,0.1769,5.6252
3350.2,37.4521,0.5462,2.3998,0.1664,5.6395
3350.3,34.4448,0.5962,2.4002,0.159,5.725
3350.4,33.9208,0.7345,2.4112,0.1481,5.8325
3350.5,34.9083,0.8371,2.4286,0.1387,5.9027
3350.6,35.9574,0.9379,2.4479,0.1276,5.9455
3350.7,36.7807,1.0485,2.4682,0.1201,6.0327
3350.8,38.3099,1.2563,2.4898,0.1109,6.1975
3350.9,38.754,1.5071,2.5101,0.1062,6.3628
3351.0,36.4089,1.6975,2.5262,0.1072,6.4331
3351.1,37.2926,1.7922,2.5333,0.1144,6.388
3351.2,41.38,1.7853,2.529,0.1256,6.2731
3351.3,45.2698,1.6587,2.514,0.1392,6.1611
3351.4,47.2079,1.4578,2.4956,0.1457,6.1104
3351.5,48.2582,1.3588,2.4813,0.151,6.1224
3351.6,51.3983,1.3281,2.4744,0.1529,6.164
3351.7,54.2652,1.3035,2.4736,0.1539,6.2034
3351.8,58.2418,1.3946,2.4773,0.15,6.2426
3351.9,60.3155,1.4843,2.4847,0.1428,6.2839
3352.0,60.4228,1.5651,2.496,0.1405,6.327
3352.1,58.9571,1.6265,2.509,0.1371,6.365
3352.2,56.3569,1.7193,2.5199,0.1402,6.3786
3352.3,56.9245,1.6522,2.5231,0.1486,6.3488
3352.4,57.0753,1.4181,2.5169,0.1531,6.2841
3352.5,57.5155,1.2589,2.5053,0.1578,6.2033
3352.6,60.2237,1.2488,2.4949,0.1548,6.1309
3352.7,60.0236,1.3526,2.4905,0.1468,6.0751
3352.8,57.7973,1.4063,2.4934,0.1399,6.0643
3352.9,55.5462,1.4352,2.5,0.133,6.12
3353.0,51.4975,1.4983,2.5063,0.1274,6.2119
3353.1,50.5222,1.5942,2.5101,0.1252,6.2705
3353.2,48.6928,1.6324,2.5127,0.1264,6.2619
3353.3,47.6794,1.6144,2.5147,0.1292,6.2028
3353.4,47.1794,1.5275,2.5147,0.1332,6.1358
3353.5,48.027,1.4287,2.5113,0.1388,6.0909
3353.6,50.5036,1.3691,2.5046,0.1467,6.0902
3353.7,52.5543,1.3294,2.498,0.1485,6.1298
3353.8,54.1343,1.2824,2.4949,0.1493,6.1813
3353.9,53.5333,1.2674,2.4951,0.1492,6.2041
3354.0,52.5238,1.2916,2.4952,0.1493,6.1807
3354.1,50.2649,1.1792,2.4929,0.1489,6.1547
3354.2,49.2113,1.1685,2.4902,0.1469,6.1809
3354.3,48.4833,1.2153,2.4904,0.1431,6.2597
3354.4,51.7229,1.312,2.4945,0.1384,6.3469
3354.5,51.4448,1.4182,2.5017,0.1355,6.3923
3354.6,50.333,1.6292,2.5111,0.1291,6.392
3354.7,50.801,1.7286,2.5217,0.1275,6.3716
3354.8,50.499,1.7108,2.5311,0.1297,6.3567
3354.9,51.3103,1.6372,2.5353,0.135,6.3473
3355.0,52.1121,1.4707,2.5311,0.1409,6.3289
3355.1,52.8553,1.3048,2.5192,0.1436,6.294
3355.2,53.1821,1.1903,2.5056,0.1432,6.2736
3355.3,48.8433,1.2464,2.5001,0.1357,6.3057
3355.4,47.5483,1.3706,2.507,0.1318,6.3801
3355.5,45.983,1.5412,2.5207,0.1332,6.4243
3355.6,46.4012,1.6411,2.5315,0.1406,6.3914
3355.7,50.7952,1.6076,2.5306,0.1526,6.2932
3355.8,54.1111,1.3715,2.5154,0.1592,6.1851
3355.9,55.9542,1.0949,2.4936,0.1597,6.1237
3356.0,57.0902,1.1101,2.4782,0.1544,6.1189
3356.1,53.7838,1.1383,2.4755,0.1459,6.1405
3356.2,51.0368,1.3068,2.4843,0.1344,6.1719
3356.3,49.5367,1.5687,2.5013,0.1276,6.2343
3356.4,49.1838,1.8289,2.5209,0.118,6.3365
3356.5,49.3044,1.8763,2.5357,0.1125,6.4272
3356.6,47.9896,1.9103,2.5433,0.1088,6.4486
3356.7,46.785,1.9457,2.5464,0.1077,6.4015
3356.8,45.3249,1.9564,2.547,0.1103,6.3201
3356.9,45.5733,1.9056,2.544,0.1167,6.2285
3357.0,46.4431,1.6159,2.5352,0.125,6.144
3357.1,47.5077,1.3151,2.5214,0.1345,6.0881
3357.2,50.3128,1.3787,2.5101,0.1398,6.0973
3357.3,53.6594,1.5109,2.509,0.1435,6.1764
3357.4,56.476,1.6207,2.5188,0.1448,6.28
3357.5,59.5501,1.4182,2.5317,0.1503,6.3467
3357.6,58.5432,1.2307,2.5367,0.1536,6.351
3357.7,56.6464,1.1743,2.5289,0.1571,6.3178
3357.8,57.0531,1.1586,2.5131,0.1608,6.2742
3357.9,56.7344,1.1502,2.4978,0.1618,6.2268
3358.0,56.188,1.1348,2.4884,0.1636,6.1765
3358.1,51.1323,1.0095,2.4814,0.1649,6.1282
3358.2,47.7235,0.8188,2.4721,0.1604,6.0948
