DEPTH,GR,RT,RHOB,NPHI,DTS
3388.5,22.303,5.715,2.589,0.089,125.748
3388.6,23.601,5.693,2.592,0.092,128.733
3388.7,24.795,5.663,2.593,0.097,130.316
3388.8,25.899,5.529,2.592,0.101,131.591
3388.9,26.898,5.328,2.588,0.106,132.713
3389.0,27.108,5.093,2.583,0.111,133.895
3389.1,28.714,4.626,2.578,0.115,135.035
3389.2,30.29,4.066,2.574,0.118,136.035
3389.3,32.33,3.834,2.574,0.122,136.461
3389.4,34.959,3.698,2.574,0.126,136.44
3389.5,35.808,3.604,2.574,0.13,135.569
3389.6,37.019,3.485,2.572,0.135,133.958
3389.7,38.583,3.297,2.569,0.138,132.038
3389.8,37.974,3.171,2.567,0.139,130.061
3389.9,38.978,3.128,2.567,0.137,128.432
3390.0,40.731,3.167,2.567,0.133,127.089
3390.1,41.773,3.304,2.565,0.127,126.421
3390.2,39.428,3.411,2.562,0.122,125.922
3390.3,36.443,3.518,2.557,0.118,125.554
3390.4,33.52,3.709,2.555,0.114,125.429
3390.5,31.249,3.857,2.557,0.112,125.525
3390.6,28.926,4.004,2.559,0.11,125.825
3390.7,28.834,4.096,2.561,0.109,126.899
3390.8,29.523,4.125,2.561,0.109,128.487
3390.9,30.721,4.098,2.56,0.11,130.544
3391.0,31.008,4.1,2.559,0.111,133.077
3391.1,30.583,4.087,2.557,0.111,135.41
3391.2,30.481,4.023,2.554,0.111,137.52
3391.3,30.793,3.934,2.552,0.112,138.269
3391.4,31.079,3.821,2.552,0.114,138.305
3391.5,30.716,3.724,2.555,0.116,137.479
3391.6,31.61,3.688,2.557,0.118,135.934
3391.7,33.422,3.653,2.558,0.121,134.399
3391.8,33.338,3.656,2.556,0.124,133.009
3391.9,33.793,3.658,2.554,0.127,132.183
3392.0,35.322,3.622,2.553,0.129,131.669
3392.1,36.272,3.581,2.553,0.13,131.592
3392.2,37.094,3.452,2.555,0.129,131.655
3392.3,37.074,3.358,2.557,0.126,131.745
3392.4,35.719,3.369,2.558,0.122,131.82
3392.5,33.08,3.41,2.559,0.119,131.875
3392.6,32.016,3.683,2.561,0.117,131.979
3392.7,31.769,3.735,2.565,0.116,132.263
3392.8,31.355,3.634,2.568,0.117,132.903
3392.9,32.656,3.542,2.57,0.119,133.764
3393.0,32.719,3.501,2.57,0.123,134.954
3393.1,33.418,3.522,2.569,0.126,136.279
3393.2,35.512,3.556,2.568,0.127,137.626
3393.3,37.17,3.531,2.566,0.128,138.693
3393.4,38.597,3.507,2.564,0.127,139.514
3393.5,39.822,3.442,2.562,0.127,140.142
3393.6,40.585,3.399,2.558,0.126,140.406
3393.7,37.746,3.387,2.555,0.126,140.478
3393.8,38.421,3.435,2.553,0.126,140.387
3393.9,39.532,3.475,2.554,0.126,139.956
3394.0,39.599,3.461,2.557,0.126,139.366
3394.1,41.187,3.347,2.559,0.126,138.625
3394.2,41.373,3.353,2.56,0.127,137.605
3394.3,42.578,3.455,2.559,0.127,136.532
3394.4,42.398,3.552,2.559,0.126,135.404
3394.5,42.799,3.581,2.559,0.126,134.259
3394.6,40.042,3.554,2.558,0.125,133.259
3394.7,38.201,3.51,2.555,0.125,132.459
3394.8,38.198,3.481,2.551,0.124,131.957
3394.9,36.475,3.485,2.551,0.123,131.598
3395.0,35.829,3.498,2.553,0.12,131.421
3395.1,34.842,3.503,2.557,0.117,131.178
3395.2,33.777,3.598,2.56,0.116,130.92
3395.3,31.546,3.581,2.562,0.116,130.654
3395.4,32.442,3.551,2.563,0.118,130.603
3395.5,33.047,3.552,2.563,0.12,130.773
3395.6,32.151,3.548,2.562,0.122,131.378
3395.7,30.205,3.558,2.56,0.124,132.333
3395.8,30.132,3.518,2.559,0.124,133.392
3395.9,31.279,3.494,2.561,0.125,134.415
3396.0,32.831,3.498,2.564,0.125,135.153
3396.1,33.652,3.455,2.568,0.127,135.661
3396.2,35.65,3.373,2.57,0.129,135.677
3396.3,37.1,3.338,2.571,0.131,135.366
3396.4,37.257,3.308,2.57,0.134,134.803
3396.5,36.719,3.372,2.569,0.136,133.718
3396.6,37.891,3.324,2.569,0.14,132.309
3396.7,40.225,3.224,2.569,0.144,130.669
3396.8,44.021,3.174,2.57,0.148,128.767
3396.9,47.024,3.14,2.569,0.147,126.821
3397.0,46.842,3.219,2.567,0.134,124.849
3397.1,43.478,3.311,2.567,0.118,123.103
3397.2,40.741,3.332,2.568,0.105,121.576
3397.3,35.706,3.461,2.572,0.096,120.243
3397.4,30.676,3.63,2.575,0.088,119.668
3397.5,28.192,3.795,2.579,0.081,119.416
3397.6,24.657,4.096,2.583,0.079,119.54
3397.7,21.205,4.451,2.587,0.08,120.291
3397.8,17.534,4.546,2.59,0.082,121.131
3397.9,16.613,4.657,2.59,0.085,122.039
3398.0,15.247,4.681,2.589,0.086,122.982
3398.1,15.397,4.703,2.588,0.085,123.804
3398.2,16.142,4.793,2.591,0.082,124.413
3398.3,16.716,5.023,2.595,0.079,124.996
3398.4,17.8,5.178,2.597,0.076,125.507
3398.5,17.93,5.234,2.599,0.074,125.875
3398.6,16.8,5.271,2.601,0.074,126.462
3398.7,14.5,5.262,2.604,0.074,127.094
3398.8,12.811,5.269,2.61,0.074,127.694
3398.9,12.267,5.278,2.618,0.075,128.299
3399.0,13.05,5.285,2.626,0.077,128.843
3399.1,13.552,5.268,2.63,0.081,129.179
3399.2,15.252,5.212,2.63,0.086,129.217
3399.3,16.681,5.159,2.627,0.094,129.032
3399.4,19.223,5.076,2.622,0.096,128.398
3399.5,21.726,4.899,2.617,0.101,127.505
3399.6,22.671,4.818,2.612,0.106,126.505
3399.7,22.606,4.608,2.607,0.111,125.701
3399.8,24.627,4.351,2.604,0.115,125.346
3399.9,25.84,4.251,2.604,0.117,125.317
3400.0,26.393,3.994,2.604,0.118,125.661
3400.1,27.952,3.865,2.603,0.12,126.01
3400.2,27.832,3.756,2.601,0.121,126.36
3400.3,27.515,3.479,2.599,0.123,126.623
3400.4,28.676,3.296,2.596,0.125,127.163
3400.5,30.499,3.116,2.592,0.126,127.97
3400.6,32.37,3.011,2.585,0.124,129.508
3400.7,33.288,2.837,2.579,0.122,131.116
3400.8,32.974,2.648,2.575,0.124,132.795
3400.9,32.822,2.651,2.574,0.125,134.035
3401.0,32.407,2.687,2.575,0.127,134.909
3401.1,29.726,2.793,2.578,0.128,135.308
3401.2,29.758,2.886,2.58,0.125,135.523
3401.3,31.178,2.903,2.58,0.126,135.766
3401.4,32.068,2.871,2.58,0.122,136.094
3401.5,31.784,2.871,2.578,0.12,136.774
3401.6,29.35,2.891,2.578,0.116,137.674
3401.7,28.896,3.022,2.581,0.122,138.902
3401.8,31.483,3.17,2.586,0.122,140.295
3401.9,33.168,3.164,2.589,0.126,141.725
3402.0,34.0,3.228,2.589,0.127,143.139
3402.1,34.379,3.241,2.585,0.126,143.965
3402.2,33.814,3.173,2.58,0.125,144.429
3402.3,35.311,3.108,2.574,0.124,144.327
3402.4,36.151,2.986,2.571,0.124,143.854
3402.5,36.227,2.876,2.571,0.124,143.244
3402.6,36.869,2.961,2.574,0.124,142.745
3402.7,35.08,3.081,2.578,0.124,142.384
3402.8,36.291,3.137,2.581,0.122,142.138
3402.9,36.549,3.137,2.582,0.122,142.173
3403.0,34.605,3.157,2.581,0.122,142.319
3403.1,32.692,3.169,2.58,0.125,142.577
3403.2,33.718,3.184,2.581,0.127,143.285
3403.3,32.905,3.239,2.583,0.129,144.256
3403.4,32.863,3.337,2.583,0.13,145.455
3403.5,32.95,3.379,2.583,0.131,147.188
3403.6,31.903,3.367,2.581,0.135,148.889
3403.7,33.616,3.345,2.581,0.14,150.56
3403.8,34.69,3.246,2.58,0.145,151.592
3403.9,33.644,3.154,2.578,0.146,152.045
3404.0,35.753,3.024,2.572,0.151,151.826
3404.1,37.949,2.945,2.566,0.153,150.206
3404.2,39.982,2.863,2.564,0.154,147.956
3404.3,42.873,2.673,2.565,0.154,144.944
3404.4,43.224,2.515,2.565,0.15,141.22
3404.5,43.695,2.49,2.564,0.148,137.462
3404.6,42.98,2.505,2.563,0.141,133.804
3404.7,42.411,2.572,2.562,0.133,130.958
3404.8,38.712,2.665,2.563,0.126,128.79
3404.9,34.947,2.786,2.564,0.121,127.757
3405.0,34.906,2.891,2.565,0.118,127.838
3405.1,34.278,2.959,2.567,0.115,128.453
3405.2,31.677,3.206,2.569,0.112,129.722
3405.3,29.744,3.375,2.573,0.11,131.036
3405.4,27.714,3.461,2.579,0.106,132.259
3405.5,25.176,3.626,2.584,0.103,133.101
3405.6,24.385,3.735,2.587,0.101,133.516
3405.7,24.475,3.806,2.586,0.1,133.675
3405.8,24.049,3.902,2.582,0.1,133.502
3405.9,23.994,3.994,2.579,0.101,133.423
3406.0,26.054,4.019,2.579,0.102,133.443
3406.1,25.973,4.024,2.58,0.103,133.805
3406.2,26.162,4.036,2.581,0.104,134.469
3406.3,27.003,4.007,2.582,0.106,135.336
3406.4,27.642,4.003,2.583,0.109,136.223
3406.5,26.514,4.02,2.587,0.112,137.024
3406.6,28.243,4.008,2.592,0.118,137.746
3406.7,30.027,3.97,2.596,0.123,138.189
3406.8,29.516,3.919,2.596,0.129,138.943
3406.9,30.385,3.898,2.596,0.133,140.003
3407.0,30.948,3.849,2.595,0.135,140.894
3407.1,31.63,3.765,2.594,0.136,142.047
3407.2,32.709,3.635,2.591,0.136,143.516
3407.3,34.141,3.53,2.586,0.135,144.409
3407.4,35.121,3.423,2.58,0.135,144.951
3407.5,36.304,3.314,2.577,0.135,145.044
3407.6,38.203,3.272,2.575,0.138,144.22
3407.7,38.68,3.225,2.574,0.141,143.236
3407.8,37.92,3.136,2.574,0.143,142.179
3407.9,38.758,3.037,2.574,0.144,141.257
3408.0,38.848,2.987,2.574,0.144,140.565
3408.1,38.176,2.844,2.573,0.141,140.327
3408.2,37.089,2.871,2.571,0.137,140.193
3408.3,36.034,2.968,2.569,0.134,140.207
3408.4,35.441,2.957,2.567,0.133,140.555
3408.5,34.685,2.861,2.566,0.133,140.449
3408.6,32.844,2.875,2.566,0.132,140.094
3408.7,33.324,3.005,2.568,0.132,139.415
3408.8,34.109,3.004,2.572,0.131,138.269
3408.9,34.174,2.957,2.577,0.131,137.09
3409.0,33.609,2.97,2.581,0.131,136.785
3409.1,32.882,3.097,2.582,0.13,136.604
3409.2,32.961,3.126,2.581,0.128,136.551
3409.3,33.494,3.119,2.578,0.125,136.929
3409.4,34.573,3.225,2.575,0.123,137.074
3409.5,32.222,3.384,2.575,0.121,137.053
3409.6,31.848,3.479,2.576,0.12,136.91
3409.7,33.235,3.566,2.581,0.119,136.602
3409.8,31.991,3.577,2.588,0.117,136.154
3409.9,30.309,3.592,2.593,0.115,135.515
3410.0,28.093,3.634,2.596,0.113,134.863
3410.1,26.406,3.679,2.597,0.111,134.201
3410.2,26.18,3.772,2.598,0.109,133.672
3410.3,26.515,3.898,2.601,0.108,133.278
3410.4,26.232,3.948,2.604,0.107,133.043
3410.5,26.206,3.956,2.605,0.105,133.122
3410.6,27.364,3.964,2.603,0.102,133.291
3410.7,26.752,4.01,2.599,0.1,133.555
3410.8,27.088,4.074,2.597,0.099,133.133
3410.9,27.128,4.128,2.599,0.099,132.492
3411.0,27.105,4.239,2.603,0.099,131.626
3411.1,28.424,4.27,2.604,0.098,130.401
3411.2,27.304,4.302,2.602,0.096,129.112
3411.3,25.178,4.359,2.601,0.092,127.84
3411.4,24.434,4.449,2.602,0.089,126.533
3411.5,24.992,4.489,2.603,0.087,125.154
3411.6,23.624,4.516,2.603,0.085,123.596
3411.7,22.747,4.537,2.603,0.085,122.103
3411.8,21.881,4.573,2.603,0.086,120.843
3411.9,21.968,4.606,2.605,0.089,120.369
3412.0,23.729,4.607,2.607,0.092,120.215
3412.1,24.555,4.564,2.608,0.096,120.413
3412.2,24.232,4.528,2.609,0.098,121.673
3412.3,22.679,4.505,2.612,0.101,122.237
3412.4,24.908,4.475,2.614,0.104,122.41
3412.5,26.25,4.418,2.614,0.107,122.587
3412.6,27.729,4.332,2.611,0.109,122.105
3412.7,28.828,4.155,2.608,0.112,121.293
3412.8,31.378,4.043,2.606,0.114,122.213
3412.9,33.632,3.942,2.606,0.115,123.682
3413.0,33.212,3.845,2.608,0.114,125.622
3413.1,32.211,3.856,2.609,0.111,128.041
3413.2,31.589,3.876,2.609,0.107,130.054
3413.3,29.134,3.834,2.609,0.104,131.653
3413.4,27.28,3.83,2.609,0.104,132.42
3413.5,27.101,3.869,2.609,0.103,132.918
3413.6,27.845,3.945,2.607,0.103,133.115
3413.7,28.517,3.967,2.605,0.103,132.199
3413.8,29.017,3.964,2.604,0.104,131.134
3413.9,29.896,3.912,2.607,0.106,129.985
3414.0,29.329,3.846,2.609,0.108,128.904
3414.1,30.638,3.872,2.61,0.108,128.596
3414.2,29.33,3.888,2.609,0.107,129.699
3414.3,28.299,3.887,2.608,0.107,130.937
3414.4,28.723,3.874,2.605,0.109,132.195
3414.5,29.808,3.845,2.599,0.11,133.431
3414.6,29.504,3.818,2.59,0.11,134.051
3414.7,27.818,3.818,2.581,0.109,134.393
3414.8,28.408,3.857,2.579,0.107,134.436
3414.9,28.074,3.847,2.585,0.106,134.103
3415.0,28.123,3.874,2.595,0.107,133.552
3415.1,27.743,3.955,2.602,0.109,132.696
3415.2,27.904,3.96,2.603,0.109,131.907
3415.3,27.382,3.965,2.6,0.107,131.182
3415.4,27.029,3.969,2.597,0.104,130.623
3415.5,26.677,3.999,2.594,0.101,130.194
3415.6,26.265,4.061,2.594,0.1,129.804
3415.7,26.509,4.172,2.596,0.1,129.127
3415.8,25.153,4.194,2.599,0.101,128.511
3415.9,24.754,4.09,2.603,0.101,127.958
3416.0,26.067,4.036,2.607,0.101,127.688
3416.1,27.03,4.014,2.608,0.1,128.034
3416.2,26.066,4.069,2.604,0.1,128.909
3416.3,25.387,4.199,2.599,0.099,129.99
3416.4,25.597,4.189,2.596,0.099,130.978
3416.5,24.563,4.141,2.599,0.1,131.869
3416.6,24.282,4.124,2.604,0.101,132.33
3416.7,23.614,4.133,2.607,0.102,132.668
3416.8,25.227,4.151,2.604,0.103,132.871
3416.9,26.675,4.145,2.598,0.104,132.968
3417.0,26.369,4.112,2.592,0.103,133.106
3417.1,27.064,4.048,2.589,0.103,133.321
3417.2,27.912,4.042,2.589,0.103,133.701
3417.3,26.991,4.053,2.591,0.104,134.237
3417.4,27.039,4.015,2.596,0.106,135.022
3417.5,25.617,3.992,2.6,0.107,135.977
3417.6,27.068,3.939,2.601,0.108,136.916
3417.7,28.599,3.893,2.6,0.109,137.731
3417.8,30.905,3.873,2.599,0.11,138.627
3417.9,32.179,3.824,2.599,0.111,139.489
3418.0,32.916,3.737,2.6,0.113,140.177
3418.1,33.793,3.63,2.601,0.116,141.221
3418.2,33.435,3.546,2.601,0.117,142.3
3418.3,34.99,3.485,2.599,0.123,142.991
3418.4,36.936,3.363,2.599,0.125,143.581
3418.5,36.102,3.293,2.6,0.125,143.939
3418.6,35.942,3.295,2.599,0.126,143.288
3418.7,35.21,3.331,2.597,0.126,142.399
3418.8,35.373,3.329,2.594,0.127,141.286
3418.9,36.343,3.295,2.59,0.127,139.472
3419.0,35.75,3.303,2.587,0.125,137.727
3419.1,35.078,3.335,2.585,0.12,136.033
3419.2,31.784,3.304,2.581,0.115,134.369
3419.3,30.491,3.299,2.578,0.112,133.39
3419.4,28.473,3.361,2.577,0.11,133.013
3419.5,27.827,3.479,2.579,0.108,132.966
3419.6,29.183,3.704,2.583,0.104,133.156
3419.7,26.466,3.797,2.586,0.102,133.595
3419.8,25.581,3.825,2.589,0.1,133.961
3419.9,25.565,3.873,2.591,0.1,134.025
3420.0,24.81,3.933,2.592,0.098,133.705
3420.1,23.708,4.122,2.594,0.096,132.196
3420.2,23.886,4.219,2.598,0.094,130.394
3420.3,23.952,4.353,2.602,0.092,128.308
3420.4,23.673,4.495,2.604,0.09,126.801
3420.5,22.961,4.516,2.602,0.087,125.651
3420.6,20.744,4.585,2.598,0.084,125.014
3420.7,19.753,4.709,2.595,0.081,125.227
3420.8,20.2,4.791,2.594,0.079,125.578
3420.9,19.055,4.813,2.596,0.078,125.813
3421.0,19.054,4.788,2.599,0.078,126.369
3421.1,19.17,4.786,2.599,0.079,126.842
3421.2,18.166,4.767,2.598,0.081,126.772
3421.3,17.012,4.694,2.596,0.084,126.973
3421.4,18.523,4.675,2.596,0.086,127.324
3421.5,20.206,4.649,2.597,0.088,127.858
3421.6,22.12,4.614,2.6,0.089,128.536
3421.7,22.463,4.52,2.604,0.091,129.237
3421.8,21.363,4.472,2.608,0.094,129.685
3421.9,21.894,4.324,2.611,0.097,129.833
3422.0,23.938,4.255,2.61,0.099,129.748
3422.1,22.897,4.266,2.607,0.101,129.192
3422.2,25.104,4.204,2.605,0.102,128.372
3422.3,28.078,4.144,2.605,0.103,127.375
3422.4,27.82,4.078,2.605,0.105,126.661
3422.5,26.467,3.889,2.604,0.107,126.167
3422.6,25.576,3.867,2.602,0.108,125.871
3422.7,27.077,3.856,2.6,0.107,127.091
3422.8,26.797,3.911,2.601,0.105,128.144
3422.9,26.11,3.94,2.603,0.103,129.027
3423.0,25.396,3.961,2.605,0.102,129.404
3423.1,24.638,3.923,2.603,0.102,129.496
3423.2,25.452,3.967,2.599,0.103,129.244
3423.3,25.717,4.013,2.596,0.104,129.032
3423.4,25.069,4.048,2.595,0.107,129.079
3423.5,25.282,4.03,2.596,0.103,129.529
3423.6,26.385,4.02,2.596,0.102,129.772
3423.7,25.95,4.054,2.597,0.1,129.881
3423.8,24.535,4.063,2.597,0.098,129.792
3423.9,24.071,4.093,2.597,0.096,129.127
3424.0,24.379,4.142,2.597,0.095,128.528
3424.1,24.714,4.155,2.597,0.096,128.41
3424.2,24.654,4.173,2.596,0.097,127.846
3424.3,24.29,4.175,2.594,0.1,126.682
3424.4,26.638,4.177,2.592,0.102,124.074
3424.5,26.314,4.112,2.591,0.103,123.709
3424.6,26.039,4.041,2.594,0.103,124.186
3424.7,26.484,4.062,2.597,0.103,124.519
3424.8,26.051,4.082,2.602,0.102,125.961
3424.9,27.198,4.137,2.605,0.101,127.655
3425.0,26.42,4.161,2.607,0.099,127.665
3425.1,25.559,4.272,2.607,0.098,126.954
3425.2,26.371,4.254,2.607,0.097,126.085
3425.3,26.084,4.233,2.608,0.097,127.745
3425.4,25.636,4.328,2.608,0.097,129.002
3425.5,26.055,4.279,2.608,0.098,129.961
3425.6,25.281,4.223,2.607,0.1,130.878
3425.7,25.408,4.378,2.606,0.101,131.553
3425.8,26.323,4.4,2.604,0.101,132.009
3425.9,26.609,4.341,2.603,0.099,132.055
3426.0,29.266,4.387,2.602,0.099,132.033
3426.1,30.445,4.382,2.604,0.099,131.936
3426.2,29.808,4.456,2.608,0.101,131.843
3426.3,31.049,4.624,2.612,0.104,131.749
3426.4,30.595,4.675,2.615,0.106,131.654
3426.5,28.438,4.629,2.615,0.108,131.268
3426.6,30.253,4.611,2.612,0.11,130.72
3426.7,30.481,4.458,2.61,0.111,129.96
3426.8,30.823,4.247,2.61,0.11,129.012
3426.9,30.774,4.346,2.611,0.108,128.075
3427.0,31.674,4.432,2.611,0.104,127.218
3427.1,29.114,4.445,2.611,0.101,126.684
3427.2,27.667,4.459,2.609,0.099,126.438
3427.3,27.65,4.667,2.606,0.097,126.719
3427.4,28.391,4.721,2.604,0.097,127.57
3427.5,29.381,4.847,2.604,0.096,128.729
3427.6,30.024,5.002,2.608,0.095,130.302
3427.7,30.829,5.031,2.614,0.094,132.019
3427.8,29.05,4.939,2.62,0.092,133.75
3427.9,26.916,4.961,2.624,0.091,135.304
3428.0,26.211,4.876,2.623,0.093,136.524
3428.1,27.169,4.792,2.616,0.096,137.476
3428.2,26.542,4.707,2.609,0.103,137.808
3428.3,26.996,4.618,2.604,0.111,137.833
3428.4,30.749,4.612,2.603,0.12,137.664
3428.5,34.782,3.505,2.603,0.127,137.447
3428.6,38.727,3.391,2.602,0.132,137.527
3428.7,39.736,3.332,2.599,0.135,137.851
3428.8,40.125,3.431,2.595,0.134,138.611
3428.9,40.887,3.333,2.593,0.133,139.386
3429.0,41.518,3.289,2.592,0.131,140.176
3429.1,42.0,3.276,2.592,0.13,140.392
3429.2,39.628,3.264,2.592,0.131,140.441
3429.3,37.915,3.209,2.589,0.132,140.304
3429.4,40.422,2.971,2.584,0.132,140.214
3429.5,43.639,3.076,2.578,0.132,140.38
3429.6,44.029,3.295,2.575,0.131,140.885
3429.7,42.359,3.332,2.574,0.132,141.72
3429.8,42.378,3.306,2.577,0.132,142.707
3429.9,41.505,3.32,2.581,0.131,143.882
3430.0,38.017,3.392,2.583,0.128,145.064
3430.1,37.75,3.598,2.584,0.127,146.224
3430.2,38.628,3.592,2.586,0.128,147.334
3430.3,38.66,3.74,2.589,0.133,148.082
3430.4,40.591,3.584,2.592,0.134,148.604
3430.5,42.336,3.54,2.591,0.139,148.773
3430.6,43.237,3.439,2.585,0.14,148.653
3430.7,41.073,3.365,2.577,0.139,148.473
3430.8,41.041,3.291,2.57,0.135,148.398
3430.9,40.162,3.202,2.569,0.137,148.557
3431.0,38.352,3.144,2.573,0.136,148.872
3431.1,37.968,3.088,2.578,0.136,149.448
3431.2,36.51,3.179,2.583,0.138,149.882
3431.3,36.547,3.145,2.586,0.139,150.138
3431.4,35.9,3.024,2.589,0.143,149.733
3431.5,36.971,2.786,2.591,0.144,148.689
3431.6,38.468,2.716,2.592,0.143,147.157
3431.7,39.044,2.821,2.591,0.148,144.741
3431.8,41.143,2.826,2.586,0.155,142.202
3431.9,44.433,2.777,2.579,0.163,139.586
3432.0,46.858,2.623,2.571,0.169,137.316
3432.1,48.135,2.347,2.566,0.169,135.553
3432.2,48.285,2.224,2.562,0.163,134.252
3432.3,47.82,2.179,2.561,0.151,133.605
3432.4,45.512,2.355,2.561,0.135,133.007
3432.5,41.476,2.531,2.565,0.129,132.464
3432.6,37.439,2.708,2.568,0.123,131.539
3432.7,32.465,3.132,2.575,0.119,130.398
3432.8,30.367,3.53,2.583,0.117,128.993
3432.9,30.961,3.679,2.59,0.117,127.706
3433.0,30.059,3.418,2.594,0.118,126.91
3433.1,32.086,3.396,2.595,0.119,126.912
3433.2,34.688,3.398,2.594,0.121,128.825
3433.3,34.153,3.471,2.593,0.124,131.755
3433.4,33.324,3.375,2.591,0.127,136.089
3433.5,36.339,3.317,2.588,0.132,140.76
3433.6,36.852,3.271,2.584,0.137,145.18
3433.7,37.338,3.197,2.579,0.144,148.735
3433.8,38.749,3.03,2.574,0.15,150.662
3433.9,40.856,2.779,2.57,0.156,151.681
3434.0,43.801,2.608,2.57,0.159,151.438
3434.1,44.779,2.535,2.571,0.162,150.552
3434.2,44.004,2.477,2.572,0.164,149.404
3434.3,44.334,2.417,2.573,0.164,148.285
3434.4,43.613,2.387,2.57,0.161,147.376
3434.5,43.763,2.463,2.564,0.159,146.653
3434.6,43.107,2.528,2.557,0.158,146.43
3434.7,44.512,2.619,2.553,0.157,146.387
3434.8,45.833,2.618,2.553,0.16,146.496
3434.9,43.345,2.583,2.555,0.158,147.002
3435.0,42.132,2.609,2.557,0.155,147.653
3435.1,42.484,2.625,2.558,0.151,148.422
3435.2,41.944,2.626,2.559,0.149,149.326
3435.3,40.61,2.692,2.563,0.148,150.078
3435.4,39.626,2.728,2.566,0.148,150.69
3435.5,40.402,2.727,2.568,0.149,150.872
3435.6,41.809,2.711,2.568,0.15,150.857
3435.7,41.678,2.746,2.566,0.152,150.617
3435.8,41.322,2.805,2.565,0.151,150.157
3435.9,41.653,2.807,2.564,0.152,149.685
3436.0,42.896,2.79,2.564,0.152,149.216
3436.1,43.416,2.769,2.565,0.151,148.835
3436.2,44.458,2.759,2.566,0.153,148.53
3436.3,43.125,2.746,2.565,0.149,148.335
3436.4,41.757,2.741,2.563,0.151,148.307
3436.5,41.132,2.749,2.561,0.152,148.401
3436.6,40.841,2.77,2.559,0.15,148.69
3436.7,41.806,2.781,2.557,0.155,149.185
3436.8,41.683,2.773,2.555,0.156,149.795
3436.9,43.006,2.741,2.556,0.157,150.567
3437.0,43.258,2.685,2.561,0.156,151.467
3437.1,41.677,2.573,2.565,0.163,152.461
3437.2,44.058,2.482,2.565,0.168,153.624
3437.3,44.118,2.474,2.56,0.169,154.818
3437.4,43.134,2.47,2.555,0.173,155.965
3437.5,45.338,2.41,2.552,0.175,156.831
3437.6,46.172,2.388,2.553,0.176,157.191
3437.7,46.407,2.425,2.556,0.178,157.229
3437.8,47.825,2.424,2.559,0.179,156.9
3437.9,48.121,2.361,2.561,0.18,155.695
3438.0,48.042,2.305,2.561,0.178,153.655
3438.1,46.728,2.292,2.561,0.173,148.693
3438.2,46.172,2.375,2.561,0.167,145.798
3438.3,44.416,2.5,2.561,0.163,144.596
3438.4,42.899,2.623,2.563,0.159,145.094
3438.5,42.545,2.852,2.567,0.156,147.065
3438.6,41.508,2.948,2.573,0.157,150.445
3438.7,42.288,2.899,2.576,0.156,153.32
3438.8,41.803,2.86,2.576,0.157,154.905
3438.9,42.616,2.845,2.573,0.157,155.003
3439.0,44.313,2.767,2.571,0.159,151.498
3439.1,47.517,2.63,2.571,0.163,152.207
3439.2,49.617,2.573,2.57,0.171,159.183
3439.3,52.948,2.404,2.566,0.179,164.023
3439.4,58.45,2.333,2.56,0.183,167.966
3439.5,59.367,2.201,2.556,0.19,170.812
3439.6,62.242,2.07,2.553,0.194,169.727
3439.7,63.503,2.011,2.552,0.196,168.086
3439.8,60.334,1.977,2.552,0.197,166.821
3439.9,59.35,1.969,2.553,0.197,167.944
3440.0,57.052,2.082,2.556,0.195,168.169
3440.1,56.295,2.18,2.56,0.191,164.321
3440.2,54.992,2.358,2.564,0.183,154.846
3440.3,54.482,2.7,2.567,0.171,144.183
3440.4,51.334,2.857,2.568,0.159,136.02
3440.5,47.269,3.34,2.567,0.141,130.163
3440.6,41.648,3.798,2.566,0.128,126.23
3440.7,35.38,4.231,2.565,0.117,126.688
3440.8,33.996,4.517,2.566,0.111,128.443
3440.9,30.12,4.562,2.57,0.105,130.895
3441.0,27.794,4.523,2.576,0.104,133.371
3441.1,27.523,4.425,2.582,0.104,135.172
3441.2,27.6,4.327,2.588,0.107,136.46
3441.3,31.814,4.287,2.593,0.11,136.958
3441.4,34.269,4.172,2.595,0.115,137.202
3441.5,34.686,3.952,2.594,0.119,137.218
3441.6,35.345,3.859,2.592,0.123,136.523
3441.7,35.367,3.577,2.59,0.124,136.128
3441.8,35.558,3.522,2.588,0.124,136.024
3441.9,34.333,3.584,2.587,0.124,135.071
3442.0,34.881,3.57,2.587,0.126,135.256
3442.1,36.206,3.504,2.587,0.129,136.799
3442.2,36.066,3.421,2.586,0.131,136.332
3442.3,36.018,3.355,2.584,0.132,136.008
3442.4,35.539,3.327,2.583,0.128,136.087
3442.5,36.714,3.197,2.582,0.122,134.116
3442.6,35.888,3.156,2.582,0.112,131.914
3442.7,33.285,3.555,2.583,0.103,129.764
3442.8,31.104,4.176,2.585,0.094,125.324
3442.9,28.593,4.413,2.59,0.087,121.574
3443.0,25.559,4.468,2.597,0.082,120.275
3443.1,24.769,4.489,2.606,0.08,120.076
3443.2,25.433,4.489,2.613,0.081,120.522
3443.3,26.431,4.491,2.616,0.084,121.943
3443.4,27.978,4.527,2.616,0.087,125.493
3443.5,30.107,4.457,2.616,0.091,129.809
3443.6,31.288,4.354,2.615,0.095,134.23
3443.7,34.87,4.24,2.613,0.101,137.713
3443.8,39.086,4.069,2.609,0.108,140.089
3443.9,41.021,3.933,2.602,0.115,139.097
3444.0,43.175,3.817,2.596,0.123,137.061
3444.1,44.393,3.794,2.592,0.131,134.247
3444.2,46.07,3.76,2.588,0.135,129.959
